"Taxon","Quadrat","Abundance","SiteHeightYear"
"Petrocelis thin",4,3,"West Beach MID 2011"
"Bare rock",5,50,"West Beach MID 2011"
"Ceramium pacificum",5,0.5,"West Beach MID 2011"
"Corallina vancouveriensis",5,1,"West Beach MID 2011"
"Corallina crust, unknown",5,3,"West Beach MID 2011"
"Cryptosiphonia woodii",5,2,"West Beach MID 2011"
"Elachista fucicola",5,1,"West Beach MID 2011"
"Endocladia muricata",5,2,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",5,10,"West Beach MID 2011"
"Halosaccion glandiforme",5,5,"West Beach MID 2011"
"Hildenbrandia",5,1,"West Beach MID 2011"
"Hymenena sp.",5,1,"West Beach MID 2011"
"Leathesia marina",5,1,"West Beach MID 2011"
"Mastocarpus rigidus",5,10,"West Beach MID 2011"
"Neorhodomela larix",5,5,"West Beach MID 2011"
"Odonthalia floccosa",5,1,"West Beach MID 2011"
"Ulva lactuca",5,5,"West Beach MID 2011"
"Bare rock",6,5,"West Beach MID 2011"
"Alaria",6,3,"West Beach MID 2011"
"Bossiella",6,0.5,"West Beach MID 2011"
"Endocladia muricata",6,0.5,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",6,25,"West Beach MID 2011"
"Halosaccion glandiforme",6,0.5,"West Beach MID 2011"
"Hildenbrandia",6,0.5,"West Beach MID 2011"
"Mastocarpus latissimus",6,1,"West Beach MID 2011"
"Mastocarpus rigidus",6,1,"West Beach MID 2011"
"Neorhodomela larix",6,5,"West Beach MID 2011"
"Odonthalia floccosa",6,2,"West Beach MID 2011"
"Petrocelis thick",6,0.5,"West Beach MID 2011"
"Phycodrys?",6,1,"West Beach MID 2011"
"Phyllospadix serrulatus",6,75,"West Beach MID 2011"
"Pseudolithophyllum neofarlowii",6,5,"West Beach MID 2011"
"Ulva lactuca",6,0.5,"West Beach MID 2011"
"Bare rock",7,40,"West Beach MID 2011"
"Blidingia minima",7,1,"West Beach MID 2011"
"Elachista fucicola",7,1,"West Beach MID 2011"
"Endocladia muricata",7,6,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",7,70,"West Beach MID 2011"
"Halosaccion glandiforme",7,0.5,"West Beach MID 2011"
"Hildenbrandia",7,2,"West Beach MID 2011"
"Mastocarpus latissimus",7,3,"West Beach MID 2011"
"Mastocarpus rigidus",7,2,"West Beach MID 2011"
"Petrocelis thick",7,53,"West Beach MID 2011"
"Petrocelis thin",7,40,"West Beach MID 2011"
"Porphyra perforata",7,0.5,"West Beach MID 2011"
"Ulva linza",7,1,"West Beach MID 2011"
"Bare rock",8,15,"West Beach MID 2011"
"Endocladia muricata",8,6,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",8,30,"West Beach MID 2011"
"Halosaccion glandiforme",8,6,"West Beach MID 2011"
"Hildenbrandia",8,4,"West Beach MID 2011"
"Mastocarpus latissimus",8,5,"West Beach MID 2011"
"Mastocarpus rigidus",8,6,"West Beach MID 2011"
"Mazzaella oregona",8,1,"West Beach MID 2011"
"Petrocelis thick",8,11,"West Beach MID 2011"
"Petrocelis thin",8,8,"West Beach MID 2011"
"Pseudolithophyllum neofarlowii",8,8,"West Beach MID 2011"
"Ulva lactuca",8,3,"West Beach MID 2011"
"Bare rock",9,25,"West Beach MID 2011"
"Bossiella",9,0.5,"West Beach MID 2011"
"Corallina vancouveriensis",9,1,"West Beach MID 2011"
"Elachista fucicola",9,1,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",9,30,"West Beach MID 2011"
"Halosaccion glandiforme",9,23,"West Beach MID 2011"
"Hildenbrandia",9,1,"West Beach MID 2011"
"Leathesia marina",9,1,"West Beach MID 2011"
"Mastocarpus latissimus",9,7,"West Beach MID 2011"
"Mastocarpus rigidus",9,0.5,"West Beach MID 2011"
"Odonthalia floccosa",9,3,"West Beach MID 2011"
"Petrocelis thin",9,7,"West Beach MID 2011"
"Prionitis sternbergii",9,1,"West Beach MID 2011"
"Bare rock",10,60,"West Beach MID 2011"
"Blidingia minima",10,3,"West Beach MID 2011"
"Elachista fucicola",10,1,"West Beach MID 2011"
"Fucus distichus subsp. evanescens",10,20,"West Beach MID 2011"
"Mastocarpus latissimus",10,6,"West Beach MID 2011"
"Nemalion helminthoides",10,0.5,"West Beach MID 2011"
"Petrocelis thin",10,8,"West Beach MID 2011"
"Bare rock",1,10,"West Beach MID 2012"
"Alaria",1,6,"West Beach MID 2012"
"Callithamnion pikeanum",1,1,"West Beach MID 2012"
"Corallina frondescens",1,1,"West Beach MID 2012"
"Corallina vancouveriensis",1,3,"West Beach MID 2012"
"Cryptosiphonia woodii",1,6,"West Beach MID 2012"
"Fucus distichus",1,78,"West Beach MID 2012"
"Halosaccion glandiforme",1,8,"West Beach MID 2012"
"Hildenbrandia thick",1,5,"West Beach MID 2012"
"Hildenbrandia transparent",1,8,"West Beach MID 2012"
"Mastocarpus latissimus",1,8,"West Beach MID 2012"
"Mastocarpus agardhii",1,15,"West Beach MID 2012"
"Mazzaella oregona",1,3,"West Beach MID 2012"
"Odonthalia floccosa",1,2,"West Beach MID 2012"
"Palmaria hecatensis",1,3,"West Beach MID 2012"
"Plocamium violaceum",1,30,"West Beach MID 2012"
"Polysiphonia",1,3,"West Beach MID 2012"
"Ulva lactuca",1,9,"West Beach MID 2012"
"Halichondria panicea",1,4,"West Beach MID 2012"
"Pagurus",1,1,"West Beach MID 2012"
"Chiton",1,2,"West Beach MID 2012"
"Limpet",1,1,"West Beach MID 2012"
"Blidingia minima",2,0.5,"West Beach MID 2012"
"Elachista fucicola",2,3,"West Beach MID 2012"
"Encrusting corallines",2,5,"West Beach MID 2012"
"Fucus distichus",2,80,"West Beach MID 2012"
"Halosaccion glandiforme",2,0.5,"West Beach MID 2012"
"Hildenbrandia thick",2,23,"West Beach MID 2012"
"Mastocarpus alaskensis",2,15,"West Beach MID 2012"
"Mastocarpus agardhii",2,8,"West Beach MID 2012"
"Neorhodomela larix",2,2,"West Beach MID 2012"
"Odonthalia floccosa",2,3,"West Beach MID 2012"
"Ulva lactuca",2,0.5,"West Beach MID 2012"
"Pagurus",2,3,"West Beach MID 2012"
"Limpet",2,2,"West Beach MID 2012"
"Anthopleura",2,0.5,"West Beach MID 2012"
"Calliostoma",2,1,"West Beach MID 2012"
"Spirorbidae",2,0.5,"West Beach MID 2012"
"Bare rock",3,25,"West Beach MID 2012"
"Elachista fucicola",3,3,"West Beach MID 2012"
"Endocladia muricata",3,4,"West Beach MID 2012"
"Fucus distichus",3,75,"West Beach MID 2012"
"Hildenbrandia thick",3,5,"West Beach MID 2012"
"Mastocarpus agardhii",3,8,"West Beach MID 2012"
"Petrocelis thick",3,6,"West Beach MID 2012"
"Pyropia perforata",3,7,"West Beach MID 2012"
"Limpet",3,4,"West Beach MID 2012"
"Bare rock",4,7,"West Beach MID 2012"
"Corallina crust, unknown",4,1,"West Beach MID 2012"
"Elachista fucicola",4,1,"West Beach MID 2012"
"Encrusting corallines",4,1,"West Beach MID 2012"
"Fucus distichus",4,75,"West Beach MID 2012"
"Halosaccion glandiforme",4,2,"West Beach MID 2012"
"Hildenbrandia thick",4,30,"West Beach MID 2012"
"Lithothamnion phymatodeum",4,2,"West Beach MID 2012"
"Mastocarpus latissimus",4,5,"West Beach MID 2012"
"Mastocarpus agardhii",4,4,"West Beach MID 2012"
"Neorhodomela larix",4,4,"West Beach MID 2012"
"Odonthalia floccosa",4,3,"West Beach MID 2012"
"Palmaria hecatensis",4,1,"West Beach MID 2012"
"Polyneura latissima",4,5,"West Beach MID 2012"
"Pseudolithophyllum neofarlowii",4,25,"West Beach MID 2012"
"Prionitis sternbergii",4,0.5,"West Beach MID 2012"
"Ulva lactuca",4,1,"West Beach MID 2012"
"Pagurus",4,4,"West Beach MID 2012"
"Tegula",4,1,"West Beach MID 2012"
"Anemone, unknown",4,3,"West Beach MID 2012"
"Corallina frondescens",5,2,"West Beach MID 2012"
"Corallina vancouveriensis",5,4,"West Beach MID 2012"
"Encrusting corallines",5,25,"West Beach MID 2012"
"Endocladia muricata",5,0.5,"West Beach MID 2012"
"Fucus distichus",5,99,"West Beach MID 2012"
"Halosaccion glandiforme",5,2,"West Beach MID 2012"
"Hildenbrandia thick",5,21,"West Beach MID 2012"
"Mastocarpus alaskensis",5,3,"West Beach MID 2012"
"Mastocarpus agardhii",5,7,"West Beach MID 2012"
"Mazzaella oregona",5,1,"West Beach MID 2012"
"Neorhodomela larix",5,4,"West Beach MID 2012"
"Odonthalia floccosa",5,2,"West Beach MID 2012"
"Phyllospadix serrulatus",5,1,"West Beach MID 2012"
"Plocamium violaceum",5,2,"West Beach MID 2012"
"Ralfsia",5,0.5,"West Beach MID 2012"
"Ulva lactuca",5,1,"West Beach MID 2012"
"Pagurus",5,14,"West Beach MID 2012"
"Anthopleura",5,0.5,"West Beach MID 2012"
"Spirorbidae",5,0.5,"West Beach MID 2012"
"Pugettia producta",5,1,"West Beach MID 2012"
"Endocladia muricata",6,6,"West Beach MID 2012"
"Fucus distichus",6,98,"West Beach MID 2012"
"Halosaccion glandiforme",6,4,"West Beach MID 2012"
"Hildenbrandia thick",6,23,"West Beach MID 2012"
"Mastocarpus latissimus",6,4,"West Beach MID 2012"
"Mastocarpus agardhii",6,9,"West Beach MID 2012"
"Mazzaella oregona",6,4,"West Beach MID 2012"
"Odonthalia floccosa",6,9,"West Beach MID 2012"
"Polysiphonia",6,11,"West Beach MID 2012"
"Rhodochorton purpureum",6,1,"West Beach MID 2012"
"Pagurus",6,23,"West Beach MID 2012"
"Chiton",6,3,"West Beach MID 2012"
"Limpet",6,5,"West Beach MID 2012"
"Anthopleura",6,1,"West Beach MID 2012"
"Barnacle",6,2,"West Beach MID 2012"
"Bare rock",7,40,"West Beach MID 2012"
"Elachista fucicola",7,2,"West Beach MID 2012"
"Fucus distichus",7,20,"West Beach MID 2012"
"Halosaccion glandiforme",7,3,"West Beach MID 2012"
"Hildenbrandia thick",7,25,"West Beach MID 2012"
"Lithothamnion phymatodeum",7,0.5,"West Beach MID 2012"
"Mastocarpus latissimus",7,8,"West Beach MID 2012"
"Mazzaella oregona",7,5,"West Beach MID 2012"
"Pyropia perforata",7,5,"West Beach MID 2012"
"Pseudolithophyllum neofarlowii",7,5,"West Beach MID 2012"
"Ulva lactuca",7,0.5,"West Beach MID 2012"
"Limpet",7,3,"West Beach MID 2012"
"Hemigrapsis sp. ?",7,1,"West Beach MID 2012"
"Elachista fucicola",8,3,"West Beach MID 2012"
"Encrusting corallines",8,5,"West Beach MID 2012"
"Endocladia muricata",8,0.5,"West Beach MID 2012"
"Fucus distichus",8,75,"West Beach MID 2012"
"Hildenbrandia thick",8,71,"West Beach MID 2012"
"Mastocarpus alaskensis",8,25,"West Beach MID 2012"
"Mastocarpus agardhii",8,20,"West Beach MID 2012"
"Mazzaella oregona",8,1,"West Beach MID 2012"
"Odonthalia floccosa",8,0.5,"West Beach MID 2012"
"Petrocelis thick",8,2,"West Beach MID 2012"
"Pagurus",8,11,"West Beach MID 2012"
"Limpet",8,1,"West Beach MID 2012"
"Bare rock",9,7,"West Beach MID 2012"
"Bangia",9,0.5,"West Beach MID 2012"
"Endocladia muricata",9,0.5,"West Beach MID 2012"
"Fucus distichus",9,87,"West Beach MID 2012"
"Hildenbrandia thick",9,35,"West Beach MID 2012"
"Hildenbrandia transparent",9,6,"West Beach MID 2012"
"Leathesia marina",9,1.5,"West Beach MID 2012"
"Mastocarpus latissimus",9,23,"West Beach MID 2012"
"Mastocarpus agardhii",9,12,"West Beach MID 2012"
"Plocamium violaceum",9,0.5,"West Beach MID 2012"
"Prionitis sternbergii",9,0.5,"West Beach MID 2012"
"Ralfsia",9,10,"West Beach MID 2012"
"Pisaster",9,1,"West Beach MID 2012"
"Littorina",9,2,"West Beach MID 2012"
"Idotea",9,1,"West Beach MID 2012"
"Pagurus",9,15,"West Beach MID 2012"
"Limpet",9,11,"West Beach MID 2012"
"Anthopleura",9,3,"West Beach MID 2012"
"Barnacle",9,1,"West Beach MID 2012"
"Bare rock",10,12,"West Beach MID 2012"
"Endocladia muricata",10,2,"West Beach MID 2012"
"Fucus distichus",10,60,"West Beach MID 2012"
"Halosaccion glandiforme",10,2,"West Beach MID 2012"
"Hildenbrandia thick",10,30,"West Beach MID 2012"
"Leathesia marina",10,0.5,"West Beach MID 2012"
"Mastocarpus latissimus",10,35,"West Beach MID 2012"
"Mastocarpus agardhii",10,5,"West Beach MID 2012"
"Mazzaella oregona",10,5,"West Beach MID 2012"
"Petrocelis thick",10,3,"West Beach MID 2012"
"Pseudolithophyllum neofarlowii",10,6,"West Beach MID 2012"
"Ulva linza",10,1,"West Beach MID 2012"
"Pagurus",10,3,"West Beach MID 2012"
"Limpet",10,10,"West Beach MID 2012"
"Bare rock",1,50,"West Beach HIGH 2011"
"Endocladia muricata",1,8,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",1,25,"West Beach HIGH 2011"
"Hildenbrandia rubra",1,3,"West Beach HIGH 2011"
"Mastocarpus latissimus",1,5,"West Beach HIGH 2011"
"Petrocelis",1,6,"West Beach HIGH 2011"
"Pseudolithophyllum neofarlowii",1,1,"West Beach HIGH 2011"
"Bare rock",2,80,"West Beach HIGH 2011"
"Endocladia muricata",2,6,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",2,30,"West Beach HIGH 2011"
"Hildenbrandia rubra",2,11,"West Beach HIGH 2011"
"Mastocarpus latissimus",2,2,"West Beach HIGH 2011"
"Petrocelis",2,2,"West Beach HIGH 2011"
"Pseudolithophyllum neofarlowii",2,3,"West Beach HIGH 2011"
"Bare rock",3,65,"West Beach HIGH 2011"
"Endocladia muricata",3,18,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",3,65,"West Beach HIGH 2011"
"Gloiopeltis furcata",3,1,"West Beach HIGH 2011"
"Hildenbrandia rubra",3,3,"West Beach HIGH 2011"
"Mastocarpus latissimus",3,6,"West Beach HIGH 2011"
"Petrocelis",3,0.5,"West Beach HIGH 2011"
"Ulva lactuca",3,0.5,"West Beach HIGH 2011"
"Bare rock",4,70,"West Beach HIGH 2011"
"Elachista fucicola",4,5,"West Beach HIGH 2011"
"Endocladia muricata",4,6,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",4,12,"West Beach HIGH 2011"
"Gloiopeltis furcata",4,2,"West Beach HIGH 2011"
"Petrocelis",4,6,"West Beach HIGH 2011"
"Bare rock",5,97,"West Beach HIGH 2011"
"Endocladia muricata",5,2,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",5,10,"West Beach HIGH 2011"
"Gloiopeltis furcata",5,0.5,"West Beach HIGH 2011"
"Mastocarpus latissimus",5,7,"West Beach HIGH 2011"
"Bare rock",6,97,"West Beach HIGH 2011"
"Endocladia muricata",6,2,"West Beach HIGH 2011"
"Hildenbrandia rubra",6,0.5,"West Beach HIGH 2011"
"Mastocarpus latissimus",6,1,"West Beach HIGH 2011"
"Petrocelis",6,0.5,"West Beach HIGH 2011"
"Bare rock",7,95,"West Beach HIGH 2011"
"Endocladia muricata",7,3,"West Beach HIGH 2011"
"Gloiopeltis furcata",7,1.5,"West Beach HIGH 2011"
"Hildenbrandia rubra",7,0.5,"West Beach HIGH 2011"
"Mastocarpus latissimus",7,3,"West Beach HIGH 2011"
"Petrocelis",7,1,"West Beach HIGH 2011"
"Pseudolithophyllum neofarlowii",7,0.5,"West Beach HIGH 2011"
"Bare rock",8,85,"West Beach HIGH 2011"
"Elachista fucicola",8,1,"West Beach HIGH 2011"
"Endocladia muricata",8,4,"West Beach HIGH 2011"
"Fucus distichus subsp. evanescens",8,4,"West Beach HIGH 2011"
"Gloiopeltis furcata",8,1,"West Beach HIGH 2011"
"Mastocarpus latissimus",8,5,"West Beach HIGH 2011"
"Petrocelis",8,1,"West Beach HIGH 2011"
"Bare rock",9,97,"West Beach HIGH 2011"
"Endocladia muricata",9,0.5,"West Beach HIGH 2011"
"Gloiopeltis furcata",9,2,"West Beach HIGH 2011"
"Mastocarpus latissimus",9,0.5,"West Beach HIGH 2011"
"Petrocelis",9,0.5,"West Beach HIGH 2011"
"Bare rock",10,90,"West Beach HIGH 2011"
"Endocladia muricata",10,1,"West Beach HIGH 2011"
"Gloiopeltis furcata",10,0.5,"West Beach HIGH 2011"
"Hildenbrandia rubra",10,8,"West Beach HIGH 2011"
"Mastocarpus latissimus",10,0.5,"West Beach HIGH 2011"
"Petrocelis",10,1,"West Beach HIGH 2011"
"Elachista fucicola",1,3,"West Beach HIGH 2012"
"Endocladia muricata",1,15,"West Beach HIGH 2012"
"Fucus distichus",1,12,"West Beach HIGH 2012"
"Gloiopeltis furcata",1,3,"West Beach HIGH 2012"
"Hildenbrandia transparent",1,2,"West Beach HIGH 2012"
"Mastocarpus alaskensis",1,7,"West Beach HIGH 2012"
"Petrocelis",1,3,"West Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",1,2,"West Beach HIGH 2012"
"Barnacle",1,1,"West Beach HIGH 2012"
"Chlorostoma",1,7,"West Beach HIGH 2012"
"Limpet",1,15,"West Beach HIGH 2012"
"Littorina",1,1,"West Beach HIGH 2012"
"Elachista fucicola",2,7,"West Beach HIGH 2012"
"Endocladia muricata",2,30,"West Beach HIGH 2012"
"Fucus distichus",2,50,"West Beach HIGH 2012"
"Hildenbrandia thick",2,22,"West Beach HIGH 2012"
"Hildenbrandia transparent",2,3,"West Beach HIGH 2012"
"Mastocarpus alaskensis",2,15,"West Beach HIGH 2012"
"Petrocelis",2,5,"West Beach HIGH 2012"
"Pyropia perforata",2,1,"West Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",2,8,"West Beach HIGH 2012"
"Chlorostoma",2,12,"West Beach HIGH 2012"
"Pagurus",2,16,"West Beach HIGH 2012"
"Limpet",2,9,"West Beach HIGH 2012"
"Littorina",2,11,"West Beach HIGH 2012"
"Bare rock",3,45,"West Beach HIGH 2012"
"Elachista fucicola",3,2,"West Beach HIGH 2012"
"Endocladia muricata",3,18,"West Beach HIGH 2012"
"Fucus distichus",3,10,"West Beach HIGH 2012"
"Gloiopeltis furcata",3,2,"West Beach HIGH 2012"
"Hildenbrandia transparent",3,2,"West Beach HIGH 2012"
"Mastocarpus alaskensis",3,4,"West Beach HIGH 2012"
"Petrocelis",3,1,"West Beach HIGH 2012"
"Barnacle",3,1,"West Beach HIGH 2012"
"Chlorostoma",3,7,"West Beach HIGH 2012"
"Limpet",3,9,"West Beach HIGH 2012"
"Littorina",3,1,"West Beach HIGH 2012"
"Elachista fucicola",4,2,"West Beach HIGH 2012"
"Endocladia muricata",4,18,"West Beach HIGH 2012"
"Fucus distichus",4,40,"West Beach HIGH 2012"
"Mastocarpus alaskensis",4,4,"West Beach HIGH 2012"
"Petrocelis",4,0.5,"West Beach HIGH 2012"
"Pyropia perforata",4,0.5,"West Beach HIGH 2012"
"Chlorostoma",4,1,"West Beach HIGH 2012"
"Limpet",4,9,"West Beach HIGH 2012"
"Littorina",4,2,"West Beach HIGH 2012"
"Hemigrapsis ?",4,2,"West Beach HIGH 2012"
"Bare rock",5,50,"West Beach HIGH 2012"
"Elachista fucicola",5,4,"West Beach HIGH 2012"
"Endocladia muricata",5,8,"West Beach HIGH 2012"
"Fucus distichus",5,6,"West Beach HIGH 2012"
"Gloiopeltis furcata",5,2,"West Beach HIGH 2012"
"Hildenbrandia thick",5,1,"West Beach HIGH 2012"
"Mastocarpus alaskensis",5,4,"West Beach HIGH 2012"
"Petrocelis",5,4,"West Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",5,1,"West Beach HIGH 2012"
"Chlorostoma",5,6,"West Beach HIGH 2012"
"Pagurus",5,1,"West Beach HIGH 2012"
"Limpet",5,20,"West Beach HIGH 2012"
"Anthopleura",5,5,"West Beach HIGH 2012"
"Bare rock",6,90,"West Beach HIGH 2012"
"Encrusting coralline",6,2,"West Beach HIGH 2012"
"Endocladia muricata",6,7,"West Beach HIGH 2012"
"Fucus distichus",6,5,"West Beach HIGH 2012"
"Gloiopeltis furcata",6,1,"West Beach HIGH 2012"
"Hildenbrandia transparent",6,0.5,"West Beach HIGH 2012"
"Leathesia marina",6,0.5,"West Beach HIGH 2012"
"Mastocarpus alaskensis",6,2,"West Beach HIGH 2012"
"Neorhodomela oregona",6,4,"West Beach HIGH 2012"
"Petrocelis",6,0.5,"West Beach HIGH 2012"
"Pseudolithophyllum neofarlowii",6,2,"West Beach HIGH 2012"
"Ralfisa",6,3,"West Beach HIGH 2012"
"Soranthera ulvoidea",6,0.5,"West Beach HIGH 2012"
"Limpet",6,9,"West Beach HIGH 2012"
"Endocladia muricata",7,2,"West Beach HIGH 2012"
"Fucus distichus",7,4,"West Beach HIGH 2012"
"Gloiopeltis furcata",7,1,"West Beach HIGH 2012"
"Hildenbrandia thick",7,2,"West Beach HIGH 2012"
"Pyropia perforata",7,18,"West Beach HIGH 2012"
"Barnacle",7,82,"West Beach HIGH 2012"
"Limpet",7,3,"West Beach HIGH 2012"
"Littorina",7,50,"West Beach HIGH 2012"
"Bare rock",8,5,"West Beach HIGH 2012"
"Cladophora columbiana",8,0.5,"West Beach HIGH 2012"
"Endocladia muricata",8,1,"West Beach HIGH 2012"
"Fucus distichus",8,2,"West Beach HIGH 2012"
"Gloiopeltis furcata",8,3,"West Beach HIGH 2012"
"Hildenbrandia thick",8,2,"West Beach HIGH 2012"
"Mastocarpus alaskensis",8,2,"West Beach HIGH 2012"
"Neorhodomela oregona",8,4,"West Beach HIGH 2012"
"Pyropia perforata",8,20,"West Beach HIGH 2012"
"Ralfisa",8,3,"West Beach HIGH 2012"
"Scytosiphon lomentaria",8,1,"West Beach HIGH 2012"
"Barnacle",8,27,"West Beach HIGH 2012"
"Limpet",8,16,"West Beach HIGH 2012"
"Littorina",8,121,"West Beach HIGH 2012"
"Bare rock",9,55,"West Beach HIGH 2012"
"Endocladia muricata",9,0.5,"West Beach HIGH 2012"
"Gloiopeltis furcata",9,4,"West Beach HIGH 2012"
"Hildenbrandia thick",9,5,"West Beach HIGH 2012"
"Hildenbrandia transparent",9,1,"West Beach HIGH 2012"
"Barnacle",9,4,"West Beach HIGH 2012"
"Leptasterias",9,1,"West Beach HIGH 2012"
"Pagurus",9,2,"West Beach HIGH 2012"
"Limpet",9,21,"West Beach HIGH 2012"
"Bare rock",10,97,"West Beach HIGH 2012"
"Fucus distichus",10,3,"West Beach HIGH 2012"
"Gloiopeltis furcata",10,5,"West Beach HIGH 2012"
"Petrocelis",10,3,"West Beach HIGH 2012"
"Pisaster",10,1,"West Beach HIGH 2012"
"Barnacle",10,50,"West Beach HIGH 2012"
"Chlorostoma",10,7,"West Beach HIGH 2012"
"Limpet",10,49,"West Beach HIGH 2012"
"Littorina",10,133,"West Beach HIGH 2012"
"Bare Rock",1,2,"North Beach LOW 2011"
"Alaria",1,15,"North Beach LOW 2011"
"Bossiella",1,6,"North Beach LOW 2011"
"Callithamnion pikeanum",1,3,"North Beach LOW 2011"
"Corallina vancouveriensis",1,20,"North Beach LOW 2011"
"Coralline crust, unknown",1,2,"North Beach LOW 2011"
"Hildenbrandia",1,7,"North Beach LOW 2011"
"Hymenena/Cryptopleura",1,2,"North Beach LOW 2011"
"Odonthalia floccosa",1,5,"North Beach LOW 2011"
"Petrocelis",1,3,"North Beach LOW 2011"
"Pseudolithophyllum neofarlowii",1,4,"North Beach LOW 2011"
"Ptilota tenuis",1,0.5,"North Beach LOW 2011"
"Saccharina sessile",1,70,"North Beach LOW 2011"
"Bare Rock",2,10,"North Beach LOW 2011"
"Alaria",2,75,"North Beach LOW 2011"
"Codium setchellii",2,7,"North Beach LOW 2011"
"Corallina frondescens",2,6,"North Beach LOW 2011"
"Corallina vancouveriensis",2,10,"North Beach LOW 2011"
"Coralline crust, unknown",2,43,"North Beach LOW 2011"
"Hildenbrandia",2,10,"North Beach LOW 2011"
"Lithothamnion phymatodeum",2,4,"North Beach LOW 2011"
"Prionitis?",2,0.5,"North Beach LOW 2011"
"Bare Rock",3,15,"North Beach LOW 2011"
"Alaria",3,60,"North Beach LOW 2011"
"Bossiella",3,3,"North Beach LOW 2011"
"Codium fragile",3,0.5,"North Beach LOW 2011"
"Corallina frondescens",3,3,"North Beach LOW 2011"
"Corallina vancouveriensis",3,1,"North Beach LOW 2011"
"Coralline crust, unknown",3,55,"North Beach LOW 2011"
"Hildenbrandia",3,3,"North Beach LOW 2011"
"Petrocelis",3,2,"North Beach LOW 2011"
"Polysiphonia pacifica? turf",3,5,"North Beach LOW 2011"
"Saccharina sessile",3,40,"North Beach LOW 2011"
"Alaria",4,25,"North Beach LOW 2011"
"Bossiella",4,80,"North Beach LOW 2011"
"Codium setchellii",4,1,"North Beach LOW 2011"
"Corallina frondescens",4,1,"North Beach LOW 2011"
"Hildenbrandia",4,2,"North Beach LOW 2011"
"Hymenena/Cryptopleura",4,0.5,"North Beach LOW 2011"
"Mazzaella splendens",4,2,"North Beach LOW 2011"
"Odonthalia floccosa",4,1,"North Beach LOW 2011"
"Alaria",5,18,"North Beach LOW 2011"
"Bossiella",5,13,"North Beach LOW 2011"
"Corallina vancouveriensis",5,24,"North Beach LOW 2011"
"Coralline crust, unknown",5,4,"North Beach LOW 2011"
"Hildenbrandia",5,6,"North Beach LOW 2011"
"Hymenena/Cryptopleura",5,1,"North Beach LOW 2011"
