"LA BAIE DEPARTURE (LA STATION BIOLOGIQUE DU PACIFIQUE):
TOUS LES JOURS LA TEMPÉRATURE ET SALINITÉ DE SURFACE DE LA MER",,,,
6/14/1915,28.7,14.4,49.2103,-123.9554
6/15/1915,28.8,14.6,49.2103,-123.9554
6/16/1915,25.9,15.7,49.2103,-123.9554
6/17/1915,24.2,16.1,49.2103,-123.9554
6/18/1915,25.6,16.1,49.2103,-123.9554
6/19/1915,25.6,15.7,49.2103,-123.9554
6/20/1915,25.7,15.7,49.2103,-123.9554
6/21/1915,27.1,15.3,49.2103,-123.9554
6/22/1915,27.3,16.4,49.2103,-123.9554
6/23/1915,25.7,17,49.2103,-123.9554
6/24/1915,27.1,16.6,49.2103,-123.9554
6/25/1915,28.4,13.3,49.2103,-123.9554
6/26/1915,19.5,15.9,49.2103,-123.9554
6/27/1915,20.9,16.4,49.2103,-123.9554
6/28/1915,22.1,16.4,49.2103,-123.9554
6/29/1915,23.5,16.4,49.2103,-123.9554
6/30/1915,24,16.8,49.2103,-123.9554
7/1/1915,25.6,16.8,49.2103,-123.9554
7/2/1915,26.7,17.1,49.2103,-123.9554
7/3/1915,27.7,17.3,49.2103,-123.9554
7/4/1915,27.5,18,49.2103,-123.9554
7/5/1915,28.4,18,49.2103,-123.9554
7/6/1915,29.4,15.1,49.2103,-123.9554
7/7/1915,29.4,15.1,49.2103,-123.9554
7/8/1915,29.7,16.1,49.2103,-123.9554
7/9/1915,30.2,15.1,49.2103,-123.9554
7/10/1915,28.3,16.1,49.2103,-123.9554
7/11/1915,25.9,16.8,49.2103,-123.9554
7/12/1915,26.9,15.2,49.2103,-123.9554
7/13/1915,28.8,14.7,49.2103,-123.9554
7/14/1915,25,16.4,49.2103,-123.9554
7/15/1915,27,16.1,49.2103,-123.9554
7/16/1915,25.4,16.6,49.2103,-123.9554
7/17/1915,22.2,17.3,49.2103,-123.9554
7/18/1915,20.7,17.3,49.2103,-123.9554
7/19/1915,20.2,18.2,49.2103,-123.9554
7/20/1915,20.5,19,49.2103,-123.9554
7/21/1915,20.4,19.7,49.2103,-123.9554
7/22/1915,22.6,19,49.2103,-123.9554
7/23/1915,25.3,19,49.2103,-123.9554
7/24/1915,26.8,18.5,49.2103,-123.9554
7/25/1915,27.1,18.6,49.2103,-123.9554
7/26/1915,27.4,18.2,49.2103,-123.9554
7/27/1915,27.9,18.2,49.2103,-123.9554
7/28/1915,29.5,17.2,49.2103,-123.9554
7/29/1915,29.7,17,49.2103,-123.9554
7/30/1915,28.6,17.7,49.2103,-123.9554
7/31/1915,30,17.9,49.2103,-123.9554
8/1/1915,29.2,17.5,49.2103,-123.9554
8/2/1915,29.8,17.1,49.2103,-123.9554
8/3/1915,30.1,16.2,49.2103,-123.9554
8/4/1915,30.8,15.8,49.2103,-123.9554
8/5/1915,30.1,16.6,49.2103,-123.9554
8/6/1915,23.7,18.9,49.2103,-123.9554
8/7/1915,21,18.7,49.2103,-123.9554
8/8/1915,23.3,18.3,49.2103,-123.9554
8/9/1915,24.8,18,49.2103,-123.9554
8/10/1915,24.6,17.3,49.2103,-123.9554
8/11/1915,24.5,17,49.2103,-123.9554
8/12/1915,24.9,17.9,49.2103,-123.9554
8/13/1915,21.1,18.8,49.2103,-123.9554
8/14/1915,21.9,19,49.2103,-123.9554
8/15/1915,21.6,19,49.2103,-123.9554
8/16/1915,24.4,18,49.2103,-123.9554
8/17/1915,26.7,18,49.2103,-123.9554
8/18/1915,24.5,18.6,49.2103,-123.9554
8/19/1915,22.1,18.8,49.2103,-123.9554
8/20/1915,22,19,49.2103,-123.9554
8/21/1915,23.7,19.3,49.2103,-123.9554
8/22/1915,24.6,19.5,49.2103,-123.9554
8/23/1915,25.4,19.2,49.2103,-123.9554
8/24/1915,26.7,18.2,49.2103,-123.9554
8/25/1915,27.3,17.1,49.2103,-123.9554
8/26/1915,25.1,17.5,49.2103,-123.9554
8/27/1915,23.9,17.4,49.2103,-123.9554
8/28/1915,24.4,17.5,49.2103,-123.9554
8/29/1915,23.6,17.6,49.2103,-123.9554
8/30/1915,21.4,18.1,49.2103,-123.9554
8/31/1915,26.9,16.1,49.2103,-123.9554
9/1/1915,26.1,15.2,49.2103,-123.9554
9/2/1915,27.1,14.7,49.2103,-123.9554
9/3/1915,24.7,16.3,49.2103,-123.9554
9/4/1915,21,18.1,49.2103,-123.9554
9/5/1915,23.6,17.3,49.2103,-123.9554
9/6/1915,24.3,16.4,49.2103,-123.9554
9/7/1915,25.7,16.7,49.2103,-123.9554
9/8/1915,26.4,15.5,49.2103,-123.9554
9/9/1915,25,15.2,49.2103,-123.9554
9/10/1915,23.1,15.4,49.2103,-123.9554
9/11/1915,21.8,15.4,49.2103,-123.9554
9/12/1915,23.2,15.4,49.2103,-123.9554
9/13/1915,24.3,15.5,49.2103,-123.9554
9/14/1915,24.9,15.6,49.2103,-123.9554
9/15/1915,26.6,14.9,49.2103,-123.9554
9/16/1915,26.6,15.2,49.2103,-123.9554
9/17/1915,25.9,15.1,49.2103,-123.9554
9/18/1915,22.6,15.5,49.2103,-123.9554
9/19/1915,23.9,15.7,49.2103,-123.9554
9/20/1915,25.2,15.3,49.2103,-123.9554
9/21/1915,26.1,15.7,49.2103,-123.9554
9/22/1915,26.3,15.6,49.2103,-123.9554
9/23/1915,26.6,15.4,49.2103,-123.9554
9/24/1915,26.9,14.9,49.2103,-123.9554
9/25/1915,27.7,15,49.2103,-123.9554
9/26/1915,28.2,14.8,49.2103,-123.9554
9/27/1915,28.3,14.4,49.2103,-123.9554
9/28/1915,28.5,14.2,49.2103,-123.9554
9/29/1915,28.5,14.2,49.2103,-123.9554
9/30/1915,28,14,49.2103,-123.9554
10/1/1915,28.5,14,49.2103,-123.9554
10/2/1915,28.7,12.8,49.2103,-123.9554
10/3/1915,28.4,11.4,49.2103,-123.9554
10/4/1915,27.9,11.7,49.2103,-123.9554
10/5/1915,28.2,11.8,49.2103,-123.9554
10/6/1915,28,12,49.2103,-123.9554
10/7/1915,28,12,49.2103,-123.9554
10/8/1915,28,12,49.2103,-123.9554
10/9/1915,28,12.1,49.2103,-123.9554
10/10/1915,28.5,11.8,49.2103,-123.9554
10/11/1915,28.5,11.8,49.2103,-123.9554
10/12/1915,28.2,11.9,49.2103,-123.9554
10/13/1915,28.1,11.4,49.2103,-123.9554
10/14/1915,28.1,10.2,49.2103,-123.9554
10/15/1915,28.3,10.8,49.2103,-123.9554
10/16/1915,28.2,10.7,49.2103,-123.9554
10/17/1915,28.1,9.8,49.2103,-123.9554
10/18/1915,28.3,11.2,49.2103,-123.9554
10/19/1915,28.3,11,49.2103,-123.9554
10/20/1915,28.3,10.9,49.2103,-123.9554
10/21/1915,28.4,11.4,49.2103,-123.9554
10/22/1915,28.1,10.1,49.2103,-123.9554
10/23/1915,28.3,9.7,49.2103,-123.9554
10/24/1915,22.1,9.8,49.2103,-123.9554
10/25/1915,28,9.4,49.2103,-123.9554
10/26/1915,27.3,10,49.2103,-123.9554
10/27/1915,28.1,9.8,49.2103,-123.9554
10/28/1915,23.9,10.2,49.2103,-123.9554
10/29/1915,18,10.4,49.2103,-123.9554
10/30/1915,21.6,8.2,49.2103,-123.9554
10/31/1915,28.1,10,49.2103,-123.9554
11/1/1915,25.5,10,49.2103,-123.9554
11/2/1915,26.3,9.8,49.2103,-123.9554
11/3/1915,25,9.8,49.2103,-123.9554
11/4/1915,24.8,9.8,49.2103,-123.9554
11/5/1915,27.4,8.4,49.2103,-123.9554
11/6/1915,27.5,8.9,49.2103,-123.9554
11/7/1915,27.5,9,49.2103,-123.9554
11/8/1915,27.1,8.7,49.2103,-123.9554
11/9/1915,27.3,7.9,49.2103,-123.9554
11/10/1915,27.2,8.1,49.2103,-123.9554
11/11/1915,27.2,7.8,49.2103,-123.9554
11/12/1915,27.6,8,49.2103,-123.9554
11/13/1915,26.7,7.2,49.2103,-123.9554
11/14/1915,26.3,8,49.2103,-123.9554
11/15/1915,27.6,7.9,49.2103,-123.9554
11/16/1915,26.9,7.5,49.2103,-123.9554
11/17/1915,27,7.4,49.2103,-123.9554
11/18/1915,24.3,7.9,49.2103,-123.9554
11/19/1915,26.8,7.5,49.2103,-123.9554
11/20/1915,20.6,6.1,49.2103,-123.9554
11/21/1915,24,6.9,49.2103,-123.9554
11/22/1915,26.8,7.9,49.2103,-123.9554
11/23/1915,26.9,7.5,49.2103,-123.9554
11/24/1915,20.4,4.4,49.2103,-123.9554
11/25/1915,26.6,6.8,49.2103,-123.9554
11/26/1915,26.8,7.3,49.2103,-123.9554
11/27/1915,27,6.8,49.2103,-123.9554
11/28/1915,16,5.4,49.2103,-123.9554
11/29/1915,18.1,5.9,49.2103,-123.9554
11/30/1915,19.4,4.6,49.2103,-123.9554
12/1/1915,16.8,5.3,49.2103,-123.9554
12/2/1915,19.1,5.7,49.2103,-123.9554
12/3/1915,20.7,7.4,49.2103,-123.9554
12/4/1915,20.4,7,49.2103,-123.9554
12/5/1915,16.8,6.9,49.2103,-123.9554
12/6/1915,16.8,5.7,49.2103,-123.9554
12/7/1915,18.5,6.8,49.2103,-123.9554
12/8/1915,14.1,6.2,49.2103,-123.9554
12/9/1915,23.1,5.4,49.2103,-123.9554
12/10/1915,15.8,5.9,49.2103,-123.9554
12/11/1915,13.8,5.8,49.2103,-123.9554
12/12/1915,18.2,6.3,49.2103,-123.9554
12/13/1915,16.7,7.2,49.2103,-123.9554
12/14/1915,27.5,7.7,49.2103,-123.9554
12/15/1915,27.5,7.5,49.2103,-123.9554
12/16/1915,23.1,6.4,49.2103,-123.9554
12/17/1915,27.2,7.2,49.2103,-123.9554
12/18/1915,25.8,5.7,49.2103,-123.9554
12/19/1915,23.8,5.4,49.2103,-123.9554
12/20/1915,19.2,5.2,49.2103,-123.9554
12/21/1915,20.9,7.7,49.2103,-123.9554
12/22/1915,17.6,6.7,49.2103,-123.9554
12/23/1915,26.5,6.6,49.2103,-123.9554
12/24/1915,18.1,4.4,49.2103,-123.9554
12/25/1915,26.9,6.3,49.2103,-123.9554
12/26/1915,26.9,5.7,49.2103,-123.9554
12/27/1915,18.1,5,49.2103,-123.9554
12/28/1915,26.9,6.3,49.2103,-123.9554
12/29/1915,26.9,6.1,49.2103,-123.9554
12/30/1915,18.8,4.2,49.2103,-123.9554
12/31/1915,26.3,4.1,49.2103,-123.9554
1/1/1916,24.2,3.1,49.2103,-123.9554
1/2/1916,24.3,5.4,49.2103,-123.9554
1/3/1916,27,6.9,49.2103,-123.9554
1/4/1916,26.9,4.8,49.2103,-123.9554
1/5/1916,26.7,4.6,49.2103,-123.9554
1/6/1916,26.8,3.8,49.2103,-123.9554
1/7/1916,26.9,4.7,49.2103,-123.9554
1/8/1916,26.8,5,49.2103,-123.9554
1/9/1916,27,6,49.2103,-123.9554
1/10/1916,27.6,7.2,49.2103,-123.9554
1/11/1916,22.6,5.1,49.2103,-123.9554
1/12/1916,27,4.8,49.2103,-123.9554
1/13/1916,27.4,5.6,49.2103,-123.9554
1/14/1916,27.3,5,49.2103,-123.9554
1/15/1916,27.2,4.2,49.2103,-123.9554
1/16/1916,27.2,4.3,49.2103,-123.9554
1/17/1916,27.2,4.2,49.2103,-123.9554
1/18/1916,27.2,4.2,49.2103,-123.9554
1/19/1916,27.2,4.1,49.2103,-123.9554
1/20/1916,26.6,3.5,49.2103,-123.9554
1/21/1916,26.7,4.1,49.2103,-123.9554
1/22/1916,26.9,4.3,49.2103,-123.9554
1/23/1916,27,5,49.2103,-123.9554
1/24/1916,26.9,4.3,49.2103,-123.9554
1/25/1916,26.8,2.8,49.2103,-123.9554
1/26/1916,26.9,4.3,49.2103,-123.9554
1/27/1916,22.9,2,49.2103,-123.9554
1/28/1916,27,5.1,49.2103,-123.9554
1/29/1916,25.3,3.1,49.2103,-123.9554
1/30/1916,24.8,2.9,49.2103,-123.9554
1/31/1916,21.2,1.2,49.2103,-123.9554
2/1/1916,26.7,4.1,49.2103,-123.9554
2/2/1916,19.2,0.1,49.2103,-123.9554
2/3/1916,26.8,4.8,49.2103,-123.9554
2/4/1916,24.4,3.7,49.2103,-123.9554
2/5/1916,26.7,4.1,49.2103,-123.9554
2/6/1916,26.4,3.8,49.2103,-123.9554
2/7/1916,26.9,5.8,49.2103,-123.9554
2/8/1916,27.1,5.2,49.2103,-123.9554
2/9/1916,26,4.8,49.2103,-123.9554
2/10/1916,26.7,4.6,49.2103,-123.9554
2/11/1916,26.9,5.6,49.2103,-123.9554
2/12/1916,15.9,4.4,49.2103,-123.9554
2/13/1916,20.3,5,49.2103,-123.9554
2/14/1916,15.9,5.1,49.2103,-123.9554
2/15/1916,21.6,6.5,49.2103,-123.9554
2/16/1916,17.1,6,49.2103,-123.9554
2/17/1916,13.6,5.1,49.2103,-123.9554
2/18/1916,12.8,5,49.2103,-123.9554
2/19/1916,13.5,5.4,49.2103,-123.9554
2/20/1916,14.9,5.3,49.2103,-123.9554
2/21/1916,15.5,4.7,49.2103,-123.9554
2/22/1916,11.8,5,49.2103,-123.9554
2/23/1916,26.5,5.2,49.2103,-123.9554
2/24/1916,26.8,5.1,49.2103,-123.9554
2/25/1916,18.4,5.2,49.2103,-123.9554
2/26/1916,26.5,5.2,49.2103,-123.9554
2/27/1916,26.8,5.1,49.2103,-123.9554
2/28/1916,26.9,6.1,49.2103,-123.9554
2/29/1916,26.8,5.2,49.2103,-123.9554
3/1/1916,26.9,6.1,49.2103,-123.9554
3/2/1916,24.6,4.1,49.2103,-123.9554
3/3/1916,19.8,3.5,49.2103,-123.9554
3/4/1916,27.1,5.7,49.2103,-123.9554
3/5/1916,27.1,5.3,49.2103,-123.9554
3/6/1916,27.2,6,49.2103,-123.9554
3/7/1916,26.9,5.7,49.2103,-123.9554
3/8/1916,27.1,5.9,49.2103,-123.9554
3/9/1916,21.9,5.7,49.2103,-123.9554
3/10/1916,16.1,6.1,49.2103,-123.9554
3/11/1916,21.7,6.4,49.2103,-123.9554
3/12/1916,22.8,5.4,49.2103,-123.9554
3/13/1916,27.1,5.4,49.2103,-123.9554
3/14/1916,24,4.9,49.2103,-123.9554
3/15/1916,16.1,5.2,49.2103,-123.9554
3/16/1916,21.1,5.7,49.2103,-123.9554
3/17/1916,27.2,6.1,49.2103,-123.9554
3/18/1916,26.8,5,49.2103,-123.9554
3/19/1916,25.3,5.4,49.2103,-123.9554
3/20/1916,24.2,5.6,49.2103,-123.9554
3/21/1916,25.8,5.2,49.2103,-123.9554
3/22/1916,24.8,5,49.2103,-123.9554
3/23/1916,24,5.4,49.2103,-123.9554
3/24/1916,22.4,4.8,49.2103,-123.9554
3/25/1916,23.2,5.8,49.2103,-123.9554
3/26/1916,23.1,5.8,49.2103,-123.9554
3/27/1916,27.2,6.2,49.2103,-123.9554
3/28/1916,23.2,6.2,49.2103,-123.9554
3/29/1916,27.1,5.8,49.2103,-123.9554
3/30/1916,25.7,6.4,49.2103,-123.9554
3/31/1916,26.5,6.7,49.2103,-123.9554
4/1/1916,27.3,6.7,49.2103,-123.9554
4/2/1916,27.1,7,49.2103,-123.9554
4/3/1916,21.6,8.1,49.2103,-123.9554
4/4/1916,27.5,8.2,49.2103,-123.9554
4/5/1916,26.9,7.8,49.2103,-123.9554
4/6/1916,25,7.2,49.2103,-123.9554
4/7/1916,27.2,7.8,49.2103,-123.9554
4/8/1916,23.4,8,49.2103,-123.9554
4/9/1916,23.6,7.8,49.2103,-123.9554
4/10/1916,25,7.1,49.2103,-123.9554
4/11/1916,27.3,7.2,49.2103,-123.9554
4/12/1916,22.3,7,49.2103,-123.9554
4/13/1916,22.8,7,49.2103,-123.9554
4/14/1916,27.3,6.8,49.2103,-123.9554
4/15/1916,26.1,7.5,49.2103,-123.9554
4/16/1916,18.7,6.6,49.2103,-123.9554
4/17/1916,25.5,6.9,49.2103,-123.9554
4/18/1916,26,7.8,49.2103,-123.9554
4/19/1916,26.5,6.7,49.2103,-123.9554
4/20/1916,25.6,6.5,49.2103,-123.9554
4/21/1916,24.5,7.1,49.2103,-123.9554
4/22/1916,26.1,6.8,49.2103,-123.9554
4/23/1916,26.5,6.9,49.2103,-123.9554
4/24/1916,23.3,6.9,49.2103,-123.9554
4/25/1916,24.6,7.1,49.2103,-123.9554
4/26/1916,24.9,8,49.2103,-123.9554
4/27/1916,24.8,8.8,49.2103,-123.9554
4/28/1916,25.4,8.8,49.2103,-123.9554
4/29/1916,26.1,9.9,49.2103,-123.9554
4/30/1916,26.2,10.2,49.2103,-123.9554
5/1/1916,25.2,11.1,49.2103,-123.9554
5/2/1916,24.6,11.4,49.2103,-123.9554
5/3/1916,27.4,11.7,49.2103,-123.9554
5/4/1916,25.3,12,49.2103,-123.9554
5/5/1916,17.9,10.5,49.2103,-123.9554
5/6/1916,23.3,10.7,49.2103,-123.9554
5/7/1916,27.3,8.5,49.2103,-123.9554
5/8/1916,25.1,8.2,49.2103,-123.9554
5/9/1916,27.3,8.5,49.2103,-123.9554
5/10/1916,27.2,8,49.2103,-123.9554
5/11/1916,22.5,9.8,49.2103,-123.9554
5/12/1916,25.7,9.8,49.2103,-123.9554
5/13/1916,26.3,10.1,49.2103,-123.9554
5/14/1916,24.4,10.8,49.2103,-123.9554
5/15/1916,25.4,11.8,49.2103,-123.9554
5/16/1916,26.9,12.1,49.2103,-123.9554
5/17/1916,27.4,12.8,49.2103,-123.9554
5/18/1916,21.1,12.4,49.2103,-123.9554
5/19/1916,24.6,11.4,49.2103,-123.9554
5/20/1916,24.4,10.8,49.2103,-123.9554
5/21/1916,26.9,10.5,49.2103,-123.9554
5/22/1916,27.4,10.6,49.2103,-123.9554
5/23/1916,27.8,10.9,49.2103,-123.9554
5/24/1916,26.4,11.7,49.2103,-123.9554
5/25/1916,26.7,12,49.2103,-123.9554
5/26/1916,26.1,13.1,49.2103,-123.9554
5/27/1916,27.8,12.2,49.2103,-123.9554
5/28/1916,28,11.9,49.2103,-123.9554
5/29/1916,27,12,49.2103,-123.9554
5/30/1916,24.8,12.8,49.2103,-123.9554
5/31/1916,24.9,12.5,49.2103,-123.9554
6/1/1916,26.1,12,49.2103,-123.9554
6/2/1916,27.7,12.8,49.2103,-123.9554
6/3/1916,29,13.8,49.2103,-123.9554
6/4/1916,28,12,49.2103,-123.9554
6/5/1916,24.5,12.7,49.2103,-123.9554
6/6/1916,23.8,12.8,49.2103,-123.9554
6/7/1916,26.2,13.1,49.2103,-123.9554
6/8/1916,27.8,13.2,49.2103,-123.9554
6/9/1916,27.3,13.4,49.2103,-123.9554
6/10/1916,26.6,13.8,49.2103,-123.9554
6/11/1916,28.3,13.4,49.2103,-123.9554
6/12/1916,28.1,13.6,49.2103,-123.9554
6/13/1916,28.1,13.6,49.2103,-123.9554
6/14/1916,28.4,13.5,49.2103,-123.9554
6/15/1916,28.1,13.7,49.2103,-123.9554
6/16/1916,28.6,14.5,49.2103,-123.9554
6/17/1916,28.8,14.5,49.2103,-123.9554
6/18/1916,28.2,14.8,49.2103,-123.9554
6/19/1916,26.9,15.3,49.2103,-123.9554
6/20/1916,27.9,13.3,49.2103,-123.9554
6/21/1916,26.2,13.8,49.2103,-123.9554
6/22/1916,26.2,13.8,49.2103,-123.9554
6/23/1916,27.9,14.1,49.2103,-123.9554
6/24/1916,26.4,15,49.2103,-123.9554
6/25/1916,26.4,14.8,49.2103,-123.9554
6/26/1916,25.4,14.8,49.2103,-123.9554
6/27/1916,20.5,14.4,49.2103,-123.9554
6/28/1916,15.9,15.5,49.2103,-123.9554
6/29/1916,18.7,15.6,49.2103,-123.9554
6/30/1916,24.9,13.1,49.2103,-123.9554
7/1/1916,17.8,15.4,49.2103,-123.9554
7/2/1916,10.8,15.3,49.2103,-123.9554
7/3/1916,15.2,15,49.2103,-123.9554
7/4/1916,16.4,15.8,49.2103,-123.9554
7/5/1916,16.6,16.1,49.2103,-123.9554
7/6/1916,18.7,15.4,49.2103,-123.9554
7/7/1916,19,16.2,49.2103,-123.9554
7/8/1916,19.5,15.5,49.2103,-123.9554
7/9/1916,20.7,15.8,49.2103,-123.9554
7/10/1916,22.6,15.5,49.2103,-123.9554
7/11/1916,24.2,15.5,49.2103,-123.9554
7/12/1916,25,15.5,49.2103,-123.9554
7/13/1916,20.3,15.2,49.2103,-123.9554
7/14/1916,18.5,15.3,49.2103,-123.9554
7/15/1916,21.6,13.6,49.2103,-123.9554
7/16/1916,24.2,13.1,49.2103,-123.9554
7/17/1916,23.3,15.5,49.2103,-123.9554
7/18/1916,18.4,14.4,49.2103,-123.9554
7/19/1916,23.3,15.5,49.2103,-123.9554
7/20/1916,24.4,13.2,49.2103,-123.9554
7/21/1916,15.9,14.3,49.2103,-123.9554
7/22/1916,16.5,14,49.2103,-123.9554
7/23/1916,21.9,14.8,49.2103,-123.9554
7/24/1916,21.9,14.8,49.2103,-123.9554
7/25/1916,20.7,14.7,49.2103,-123.9554
7/26/1916,21.4,13.7,49.2103,-123.9554
7/27/1916,22.3,15.4,49.2103,-123.9554
7/28/1916,17.1,16.4,49.2103,-123.9554
7/29/1916,21.7,16.6,49.2103,-123.9554
7/30/1916,20.6,16.4,49.2103,-123.9554
7/31/1916,19.2,17,49.2103,-123.9554
8/1/1916,24.3,15.5,49.2103,-123.9554
8/2/1916,25.1,14,49.2103,-123.9554
8/3/1916,16.3,16.6,49.2103,-123.9554
8/4/1916,15.1,16.9,49.2103,-123.9554
8/5/1916,15.6,17.4,49.2103,-123.9554
8/6/1916,18.2,17.3,49.2103,-123.9554
8/7/1916,20.7,17.3,49.2103,-123.9554
8/8/1916,22.1,17.5,49.2103,-123.9554
8/9/1916,23.6,17.5,49.2103,-123.9554
8/10/1916,23.5,17.8,49.2103,-123.9554
8/11/1916,18.3,17.5,49.2103,-123.9554
8/12/1916,18.8,19.1,49.2103,-123.9554
8/13/1916,21.1,18.6,49.2103,-123.9554
8/14/1916,25.2,14.3,49.2103,-123.9554
8/15/1916,25.6,15.3,49.2103,-123.9554
8/16/1916,24.4,15.8,49.2103,-123.9554
8/17/1916,22.5,16.6,49.2103,-123.9554
8/18/1916,20.4,15.8,49.2103,-123.9554
8/19/1916,21.9,17.8,49.2103,-123.9554
8/20/1916,22.4,16.3,49.2103,-123.9554
8/21/1916,22.7,17.3,49.2103,-123.9554
8/22/1916,22,18.9,49.2103,-123.9554
8/23/1916,21.7,20.5,49.2103,-123.9554
8/24/1916,20.7,18.9,49.2103,-123.9554
8/25/1916,21,19.5,49.2103,-123.9554
8/26/1916,21.6,20.2,49.2103,-123.9554
8/27/1916,21.9,19.2,49.2103,-123.9554
8/28/1916,23.4,19.5,49.2103,-123.9554
8/29/1916,24.6,18,49.2103,-123.9554
8/30/1916,25.8,16.2,49.2103,-123.9554
8/31/1916,27,14.3,49.2103,-123.9554
9/1/1916,27.7,14.5,49.2103,-123.9554
9/2/1916,27.7,13.8,49.2103,-123.9554
9/3/1916,23.4,14.6,49.2103,-123.9554
9/4/1916,19.3,15.8,49.2103,-123.9554
9/5/1916,20.3,15.1,49.2103,-123.9554
9/6/1916,20,16.6,49.2103,-123.9554
9/7/1916,20.6,16.4,49.2103,-123.9554
9/8/1916,25.7,12.8,49.2103,-123.9554
9/9/1916,22.8,14.8,49.2103,-123.9554
9/10/1916,22.3,15.8,49.2103,-123.9554
9/11/1916,23.9,15.5,49.2103,-123.9554
9/12/1916,24.8,14.3,49.2103,-123.9554
9/13/1916,25.6,15.5,49.2103,-123.9554
9/14/1916,24.9,14.4,49.2103,-123.9554
9/15/1916,25.2,14.4,49.2103,-123.9554
9/16/1916,25.6,15.3,49.2103,-123.9554
9/17/1916,25.7,14.3,49.2103,-123.9554
9/18/1916,26.6,15.7,49.2103,-123.9554
9/19/1916,26.1,15.4,49.2103,-123.9554
9/20/1916,25.6,15.5,49.2103,-123.9554
9/21/1916,25.9,15.6,49.2103,-123.9554
9/22/1916,26.6,14.8,49.2103,-123.9554
9/23/1916,27.1,15.1,49.2103,-123.9554
9/24/1916,26,15,49.2103,-123.9554
9/25/1916,28.1,12.5,49.2103,-123.9554
9/26/1916,28.3,12.5,49.2103,-123.9554
9/27/1916,28.1,12,49.2103,-123.9554
9/28/1916,27.9,11.4,49.2103,-123.9554
9/29/1916,27.6,11.6,49.2103,-123.9554
9/30/1916,27.8,11.6,49.2103,-123.9554
10/1/1916,27.7,11.2,49.2103,-123.9554
10/2/1916,28,11.8,49.2103,-123.9554
10/3/1916,27.8,10.9,49.2103,-123.9554
10/4/1916,27.7,10.5,49.2103,-123.9554
10/5/1916,27.7,10.5,49.2103,-123.9554
10/6/1916,27.6,10.8,49.2103,-123.9554
10/7/1916,27.7,10.6,49.2103,-123.9554
10/8/1916,28,12,49.2103,-123.9554
10/9/1916,27.7,10.5,49.2103,-123.9554
10/10/1916,27.9,11.3,49.2103,-123.9554
10/11/1916,27.7,10.5,49.2103,-123.9554
10/12/1916,27.7,10.5,49.2103,-123.9554
10/13/1916,27.7,10.5,49.2103,-123.9554
10/14/1916,27.7,10.5,49.2103,-123.9554
10/15/1916,27.7,10.5,49.2103,-123.9554
10/16/1916,27.7,10.4,49.2103,-123.9554
10/17/1916,27.6,9.4,49.2103,-123.9554
10/18/1916,27.6,9.4,49.2103,-123.9554
10/19/1916,27.6,9.4,49.2103,-123.9554
10/20/1916,27.6,9.4,49.2103,-123.9554
10/21/1916,27.6,10.3,49.2103,-123.9554
10/22/1916,27.5,9.4,49.2103,-123.9554
10/23/1916,27.4,9.3,49.2103,-123.9554
10/24/1916,27.4,9,49.2103,-123.9554
10/25/1916,27.4,9,49.2103,-123.9554
10/26/1916,27.4,9.3,49.2103,-123.9554
10/27/1916,27.4,9.3,49.2103,-123.9554
10/28/1916,27.4,9,49.2103,-123.9554
10/29/1916,27.3,8.7,49.2103,-123.9554
10/30/1916,27.4,8.8,49.2103,-123.9554
10/31/1916,27.3,7.6,49.2103,-123.9554
11/1/1916,27.1,7.4,49.2103,-123.9554
11/2/1916,27.1,7.2,49.2103,-123.9554
11/3/1916,26.9,7.7,49.2103,-123.9554
11/4/1916,26.8,7.1,49.2103,-123.9554
11/5/1916,26.4,7,49.2103,-123.9554
11/6/1916,26.8,7.3,49.2103,-123.9554
11/7/1916,27.3,8.5,49.2103,-123.9554
11/8/1916,27.1,8.2,49.2103,-123.9554
11/9/1916,27.3,8.4,49.2103,-123.9554
11/10/1916,27.3,8.5,49.2103,-123.9554
11/11/1916,27,6.4,49.2103,-123.9554
11/12/1916,27,5.4,49.2103,-123.9554
11/13/1916,27.1,6.1,49.2103,-123.9554
11/14/1916,27,6.5,49.2103,-123.9554
11/15/1916,26.8,5.8,49.2103,-123.9554
11/16/1916,26.8,5.4,49.2103,-123.9554
11/17/1916,27,6.8,49.2103,-123.9554
11/18/1916,27,6.6,49.2103,-123.9554
11/19/1916,27.1,7.1,49.2103,-123.9554
11/20/1916,26.9,7.1,49.2103,-123.9554
11/21/1916,27.1,7,49.2103,-123.9554
11/22/1916,27.1,7.5,49.2103,-123.9554
11/23/1916,27,6.4,49.2103,-123.9554
11/24/1916,27.1,7,49.2103,-123.9554
11/25/1916,27,6.5,49.2103,-123.9554
11/26/1916,27.3,8.2,49.2103,-123.9554
11/27/1916,27,6.5,49.2103,-123.9554
11/28/1916,27,6.9,49.2103,-123.9554
11/29/1916,27,6.7,49.2103,-123.9554
11/30/1916,26.9,6.1,49.2103,-123.9554
12/1/1916,26.7,6.1,49.2103,-123.9554
12/2/1916,26.8,6.3,49.2103,-123.9554
12/3/1916,27,6.6,49.2103,-123.9554
12/4/1916,26.8,6.2,49.2103,-123.9554
12/5/1916,26.7,5.6,49.2103,-123.9554
12/6/1916,26.8,5.4,49.2103,-123.9554
12/7/1916,26.7,5.7,49.2103,-123.9554
12/8/1916,26.7,5.4,49.2103,-123.9554
