UID,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3,funct_Sep2020,funct_2021,flag
Fifth Beach HIGH 2011 8,Halosaccion glandiforme,3,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2011 8,Hildenbrandia sp.,27,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2011 8,Mastocarpus latissimus,7,Mastocarpus latissimus,Mastocarpus latissimus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2011 8,Mastocarpus rigidus,5,Mastocarpus rigidus,Mastocarpus rigidus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2011 8,Petrocelis,13,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2011 8,Pyropia perforata,3,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2011 8,Ulva lactuca,2,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2011 8,Ulva linza,3,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2011 9,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2011 9,Endocladia muricata,8,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2011 9,Fucus distichus,1,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2011 9,Hildenbrandia sp.,2,Hildenbrandia sp.,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2011 9,Mastocarpus latissimus,0.5,Mastocarpus latissimus,Mastocarpus latissimus,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2011 9,Mytilus sp.,20,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2011 9,Semibalanus cariosus,55,Semibalanus cariosus,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2011 9,Wildmania schizophylla,1,Wildmania schizophylla,Wildmania schizophylla,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 1,Anthopleura sp.,2,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Balanus glandula,40,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Chthamalus dalli,20,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Cladophora columbiana,2,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 1,Endocladia muricata,3,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 1,Fucus distichus,75,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2012 1,Gloiopeltis furcata,2,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 1,Littorina sp.,400,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Lottia sp.,25,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Mastocarpus alaskensis,6,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 1,Mytilus sp.,5,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Nucella sp.,3,Nucella sp.,Nucella,Nucella,Nucella,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Pentidotea sp.,8,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 1,Petrocelis,10,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 1,Pyropia perforata,3,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 1,Ulva lactuca,1,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 1,Ulva linza,2,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 1,Wildmania norrisii,2,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 10,Acrosiphonia spp.,0.5,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Alaria marginata,8,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Fifth Beach HIGH 2012 10,Balanus glandula,18,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Chthamalus dalli,10,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Corallina vancouveriensis,3,Corallina vancouveriensis,Corallina,Corallina,Corallina,Algae,sessile,NA,articulated coralline,jointed calcareous,articulated coralline,articulated coralline,articulated coralline,articulated coralline,turf,turf,NA
Fifth Beach HIGH 2012 10,Endocladia muricata,24,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Fucus distichus,12,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2012 10,Gloiopeltis furcata,1,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Gloiopeltis furcata,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Halosaccion glandiforme,2,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 10,Hildenbrandia occidentalis,4,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 10,Littorina sp.,320,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Lottia sp.,120,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Mastocarpus alaskensis,5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 10,Microcladia borealis,6,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Mytilus sp.,4,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Nemalion helminthoides,1,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Algae,sessile,NA,red turf,NA,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 10,Nucella sp.,2,Nucella sp.,Nucella,Nucella,Nucella,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 10,Plocamium violaceum,4,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Plocamium violaceum,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Pyropia perforata,18,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 10,Rhizoclonium tortuosum,1,Rhizoclonium tortuosum,Rhizoclonium tortuosum,Rhizoclonium tortuosum,Rhizoclonium tortuosum,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 10,Scytosiphon dotyi,0.5,Scytosiphon dotyi,Scytosiphon dotyi,Scytosiphon dotyi,Scytosiphon dotyi,Algae,sessile,NA,brown turf,sheet,brown turf,brown turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 10,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 10,Wildmania norrisii,8,Wildmania norrisii,Wildmania norrisii,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 2,Amphiporus,1,Amphiporus,Amphiporus,Amphiporus,Amphiporus,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Analipus japonicus,1,Analipus japonicus,Analipus japonicus,Analipus japonicus,Analipus japonicus,Algae,sessile,NA,brown turf,finely branching,brown turf,brown turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 2,Anthopleura sp.,3,Anthopleura sp.,Anthopleura sp.,Anemone,Anemone,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Balanus glandula,55,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Cladophora columbiana,2,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Cladophora columbiana,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 2,Cryptosiphonia woodii,1,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 2,Elachista fucicola,0.5,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 2,Endocladia muricata,2,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 2,Fucus distichus,88,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2012 2,Halosaccion glandiforme,12,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 2,Hildenbrandia occidentalis,35,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 2,Littorina sp.,10,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Lottia sp.,4,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Mastocarpus agardhii,0.5,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 2,Mastocarpus alaskensis,5,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 2,Mazzaella parvula,1,Mazzaella parvula,Mazzaella parvula,Mazzaella parvula,Mazzaella parvula,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,turf,turf,NA
Fifth Beach HIGH 2012 2,Microcladia borealis,0.5,Microcladia borealis,Microcladia borealis,Microcladia borealis,Microcladia borealis,Algae,sessile,NA,red turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 2,Mytilus sp.,0.5,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Pentidotea sp.,5,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Petrocelis,0.5,Petrocelis,Petrocelis,Petrocelis,Petrocelis,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 2,Pyropia perforata,1,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 2,Semibalanus cariosus,1,Semibalanus cariosus,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 2,Ulva lactuca,0.5,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 2,Ulva linza,0.5,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 3,Alaria marginata,2,Alaria marginata,Alaria marginata,Alaria marginata,Alaria marginata,Algae,sessile,NA,Kelp,thick leathery,Kelp,Kelp,Kelp,Kelp,large_brown,canopy,NA
Fifth Beach HIGH 2012 3,Balanus glandula,40,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Chamberlainium tumidum,1,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Chamberlainium tumidum,Algae,sessile,changed to Chamberlainium in 2019,crustose coralline,crustose,crustose coralline,crustose coralline,crustose coralline,crustose coralline,crust,crust,NA
Fifth Beach HIGH 2012 3,Chthamalus dalli,2,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Cryptosiphonia woodii,4,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Cryptosiphonia woodii,Algae,sessile,NA,red turf,finely branching,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 3,Elachista fucicola,2,Elachista fucicola,Elachista fucicola,Elachista fucicola,Elachista fucicola,Algae,sessile,NA,filament,filament,filament,filament,filament,filament,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 3,Fucus distichus,98,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2012 3,Halosaccion glandiforme,3,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Halosaccion glandiforme,Algae,sessile,NA,red turf,sheet,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 3,Hildenbrandia occidentalis,30,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 3,Lottia sp.,15,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Mastocarpus agardhii,2,Mastocarpus agardhii,Mastocarpus agardhii,Mastocarpus,Mastocarpus,Algae,sessile,"M. agardhii is distinct from others, but we will have to do something with these!!",red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 3,Mastocarpus alaskensis,6,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 3,Mazzaella oregona,8,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Mazzaella oregona,Algae,sessile,NA,blade,thick leathery,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 3,Mytilus sp.,1,Mytilus sp.,Mytilus sp.,Mytilus sp.,Mytilus sp.,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Pagarus sp.,1,Pagarus sp.,Pagarus sp.,Pagarus sp.,Pagarus sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Pentidotea sp.,1,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 3,Pyropia perforata,3,Pyropia perforata,Pyropia perforata,Pyropia,Pyropia,Algae,sessile,NA,blade,sheet,red blade,blade,red blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 3,Ulva lactuca,4,Ulva fenestrata,Ulva fenestrata,Ulva,Ulva,Algae,sessile,changed in 2019,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 3,Ulva linza,1,Ulva linza,Ulva linza,Ulva,Ulva,Algae,sessile,NA,blade,sheet,green blade,blade,green blade,blade,blade,blade,NA
Fifth Beach HIGH 2012 4,Acrosiphonia spp.,1,Acrosiphonia spp.,Acrosiphonia,Acrosiphonia,Acrosiphonia,Algae,sessile,NA,filament_turf,filament,green turf,green turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 4,Balanus glandula,30,Balanus glandula,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 4,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 4,Chthamalus dalli,40,Chthamalus dalli,Barnacles,Barnacles,Barnacles,Animal,sessile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 4,Endocladia muricata,1,Endocladia muricata,Endocladia muricata,Endocladia muricata,Endocladia muricata,Algae,sessile,NA,filament_turf,filament,red turf,red turf,turf,turf,thin_turf,thin_turf,NA
Fifth Beach HIGH 2012 4,Fucus distichus,70,Fucus distichus,Fucus distichus,Fucus distichus,Fucus distichus,Algae,sessile,NA,Fucoid,thick leathery,Fucus,Fucus,Fucus,Fucus,large_brown,canopy,NA
Fifth Beach HIGH 2012 4,Hildenbrandia occidentalis,10,Hildenbrandia occidentalis,Hildenbrandia,Hildenbrandia,Hildenbrandia,Algae,sessile,NA,crust,crustose,fleshy crust,fleshy crust,fleshy crust,fleshy crust,crust,crust,NA
Fifth Beach HIGH 2012 4,Littorina sp.,300,Littorina sp.,Littorina sp.,Littorina sp.,Littorina sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 4,Lottia sp.,40,Lottia sp.,Lottia sp.,Lottia sp.,Lottia sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fifth Beach HIGH 2012 4,Mastocarpus alaskensis,2,Mastocarpus alaskensis,Mastocarpus alaskensis,Mastocarpus,Mastocarpus,Algae,sessile,REVISIT,red turf,thick leathery,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 4,Nemalion helminthoides,2,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Nemalion helminthoides,Algae,sessile,NA,red turf,NA,red turf,red turf,turf,turf,turf,turf,NA
Fifth Beach HIGH 2012 4,Pentidotea sp.,1,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Pentidotea sp.,Animal,motile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
