UID,Taxon,Abundance
Fifth Beach HIGH 2013 9,Fucus distichus,0.5
Fifth Beach HIGH 2013 9,Hildenbrandia occidentalis,5
Fifth Beach HIGH 2013 9,Leathesia marina,0.5
Fifth Beach HIGH 2013 9,Mastocarpus alaskensis,0.5
Fifth Beach HIGH 2013 9,Mazzaella oregona,0.5
Fifth Beach HIGH 2013 9,Microcladia borealis,10
Fifth Beach HIGH 2013 9,Phyllospadix scouleri,3
Fifth Beach HIGH 2013 9,Plocamium violaceum,8
Fifth Beach HIGH 2013 9,Pyropia abbottiae,1
Fifth Beach HIGH 2013 9,Pyropia perforata,3
Fifth Beach HIGH 2013 9,Savoiea robusta,4
Fifth Beach HIGH 2014 1,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2014 1,Anthopleura elegantissima,2
Fifth Beach HIGH 2014 1,bare rock,3
Fifth Beach HIGH 2014 1,Chthamalus dalli,41
Fifth Beach HIGH 2014 1,Cryptosiphonia woodii,0.5
Fifth Beach HIGH 2014 1,Endocladia muricata,7
Fifth Beach HIGH 2014 1,Fucus distichus,9
Fifth Beach HIGH 2014 1,Gloiopeltis furcata,1
Fifth Beach HIGH 2014 1,Hildenbrandia occidentalis,2
Fifth Beach HIGH 2014 1,Hildenbrandia rubra,2
Fifth Beach HIGH 2014 1,Littorina sp.,10
Fifth Beach HIGH 2014 1,Nucella sp.,9
Fifth Beach HIGH 2014 1,Petrocelis,10
Fifth Beach HIGH 2014 1,Pylaiella littoralis,0.5
Fifth Beach HIGH 2014 1,Pyropia abbottiae,1
Fifth Beach HIGH 2014 1,Pyropia perforata,5
Fifth Beach HIGH 2014 1,Scytosiphon lomentaria,0.5
Fifth Beach HIGH 2014 1,Semibalanus cariosus,2
Fifth Beach HIGH 2014 1,Ulva lactuca,1
Fifth Beach HIGH 2014 10,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2014 10,Acrosiphonia coalita,0.5
Fifth Beach HIGH 2014 10,Balanus sp.,1
Fifth Beach HIGH 2014 10,bare rock,5
Fifth Beach HIGH 2014 10,Blidingia minima,0.5
Fifth Beach HIGH 2014 10,Endocladia muricata,10
Fifth Beach HIGH 2014 10,Fucus distichus,5
Fifth Beach HIGH 2014 10,Hildenbrandia rubra,2
Fifth Beach HIGH 2014 10,Leathesia marina,0.5
Fifth Beach HIGH 2014 10,Limpet,54
Fifth Beach HIGH 2014 10,Littorina sp.,200
Fifth Beach HIGH 2014 10,Mazzaella oregona,1
Fifth Beach HIGH 2014 10,Microcladia borealis,1.5
Fifth Beach HIGH 2014 10,Mytilus sp.,36
Fifth Beach HIGH 2014 10,Pollicipes polymerus,18
Fifth Beach HIGH 2014 10,Pyropia perforata,1
Fifth Beach HIGH 2014 10,Savoiea robusta,18
Fifth Beach HIGH 2014 10,Semibalanus cariosus,40
Fifth Beach HIGH 2014 2,bare rock,0.5
Fifth Beach HIGH 2014 2,Barnacle,96
Fifth Beach HIGH 2014 2,Endocladia muricata,11
Fifth Beach HIGH 2014 2,Fucus distichus,1
Fifth Beach HIGH 2014 2,Gloiopeltis furcata,0.5
Fifth Beach HIGH 2014 2,Hildenbrandia rubra,2
Fifth Beach HIGH 2014 2,Limpet,30
Fifth Beach HIGH 2014 2,Littorina sp.,700
Fifth Beach HIGH 2014 2,Mastocarpus agardhii,0.5
Fifth Beach HIGH 2014 2,Mytilus sp.,1
Fifth Beach HIGH 2014 2,Petrocelis,4
Fifth Beach HIGH 2014 2,Pyropia perforata,40
Fifth Beach HIGH 2014 3,bare rock,4
Fifth Beach HIGH 2014 3,Barnacle,65
Fifth Beach HIGH 2014 3,Endocladia muricata,10
Fifth Beach HIGH 2014 3,Fucus distichus,9
Fifth Beach HIGH 2014 3,Hildenbrandia rubra,20
Fifth Beach HIGH 2014 3,Limpet,90
Fifth Beach HIGH 2014 3,Littorina sp.,400
Fifth Beach HIGH 2014 3,Mastocarpus alaskensis,1.5
Fifth Beach HIGH 2014 3,Mytilus sp.,5
Fifth Beach HIGH 2014 3,Nucella sp.,5
Fifth Beach HIGH 2014 3,Petrocelis,20
Fifth Beach HIGH 2014 3,Pyropia perforata,20
Fifth Beach HIGH 2014 4,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2014 4,Anemone,8
Fifth Beach HIGH 2014 4,bare rock,8
Fifth Beach HIGH 2014 4,Barnacle,2
Fifth Beach HIGH 2014 4,Callithamnion pikeanum,0.5
Fifth Beach HIGH 2014 4,Chamberlainium tumidum,3
Fifth Beach HIGH 2014 4,Chiton,1
Fifth Beach HIGH 2014 4,Cryptosiphonia woodii,10
Fifth Beach HIGH 2014 4,Elachista fucicola,4
Fifth Beach HIGH 2014 4,Endocladia muricata,1
Fifth Beach HIGH 2014 4,Fucus distichus,65
Fifth Beach HIGH 2014 4,Halosaccion glandiforme,0.5
Fifth Beach HIGH 2014 4,Hildenbrandia occidentalis,55
Fifth Beach HIGH 2014 4,Isopoda,2
Fifth Beach HIGH 2014 4,Limpet,3
Fifth Beach HIGH 2014 4,Mastocarpus agardhii,0.5
Fifth Beach HIGH 2014 4,Mastocarpus alaskensis,14
Fifth Beach HIGH 2014 4,Mazzaella oregona,10
Fifth Beach HIGH 2014 4,Mazzaella parvula,3
Fifth Beach HIGH 2014 4,Neorhodomela larix,1
Fifth Beach HIGH 2014 4,Onchidella sp.,1
Fifth Beach HIGH 2014 4,Petrocelis,2
Fifth Beach HIGH 2014 4,Pyropia abbottiae,1
Fifth Beach HIGH 2014 4,Pyropia fucicola,1
Fifth Beach HIGH 2014 4,Pyropia perforata,1
Fifth Beach HIGH 2014 4,Ulva lactuca,1
Fifth Beach HIGH 2014 4,Ulva linza,0.5
Fifth Beach HIGH 2014 5,Acrosiphonia arcta,2
Fifth Beach HIGH 2014 5,Acrosiphonia coalita,2
Fifth Beach HIGH 2014 5,bare rock,10
Fifth Beach HIGH 2014 5,Bossiella frondifera,0.5
Fifth Beach HIGH 2014 5,Chamberlainium tumidum,31
Fifth Beach HIGH 2014 5,Corallina vancouveriensis,0.5
Fifth Beach HIGH 2014 5,Cryptosiphonia woodii,0.5
Fifth Beach HIGH 2014 5,Fucus distichus,8
Fifth Beach HIGH 2014 5,Halosaccion glandiforme,2
Fifth Beach HIGH 2014 5,Hildenbrandia occidentalis,32
Fifth Beach HIGH 2014 5,Hildenbrandia rubra,2
Fifth Beach HIGH 2014 5,Leathesia marina,0.5
Fifth Beach HIGH 2014 5,Limpet,5
Fifth Beach HIGH 2014 5,Littorina sp.,1
Fifth Beach HIGH 2014 5,Mazzaella parvula,2
Fifth Beach HIGH 2014 5,Plocamium violaceum,5
Fifth Beach HIGH 2014 5,Pyropia perforata,0.5
Fifth Beach HIGH 2014 5,Savoiea robusta,0.5
Fifth Beach HIGH 2014 5,Ulva lactuca,4
Fifth Beach HIGH 2014 5,Ulva linza,2
Fifth Beach HIGH 2014 6,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2014 6,bare rock,10
Fifth Beach HIGH 2014 6,Chthamalus dalli,31
Fifth Beach HIGH 2014 6,Endocladia muricata,2
Fifth Beach HIGH 2014 6,Fucus distichus,55
Fifth Beach HIGH 2014 6,Hildenbrandia rubra,0.5
Fifth Beach HIGH 2014 6,Katharina tunicata,1
Fifth Beach HIGH 2014 6,Mastocarpus alaskensis,1.5
Fifth Beach HIGH 2014 6,Petrocelis,59
Fifth Beach HIGH 2014 6,Pisaster ochraceus,2
Fifth Beach HIGH 2014 6,Pyropia perforata,2
Fifth Beach HIGH 2014 6,Ulva lactuca,0.5
Fifth Beach HIGH 2014 6,Ulva linza,0.5
Fifth Beach HIGH 2014 7,Acrosiphonia arcta,4
Fifth Beach HIGH 2014 7,Acrosiphonia coalita,2
Fifth Beach HIGH 2014 7,Alaria marginata,2
Fifth Beach HIGH 2014 7,Anemone,4
Fifth Beach HIGH 2014 7,Chamberlainium tumidum,8
Fifth Beach HIGH 2014 7,Cladophora sericea,0.5
Fifth Beach HIGH 2014 7,Cryptosiphonia woodii,5
Fifth Beach HIGH 2014 7,Elachista fucicola,1
Fifth Beach HIGH 2014 7,Endocladia muricata,0.5
Fifth Beach HIGH 2014 7,Fucus distichus,23
Fifth Beach HIGH 2014 7,Halosaccion glandiforme,14
Fifth Beach HIGH 2014 7,Hildenbrandia rubra,10
Fifth Beach HIGH 2014 7,Leathesia marina,1
Fifth Beach HIGH 2014 7,Limpet,3
Fifth Beach HIGH 2014 7,Mastocarpus alaskensis,6
Fifth Beach HIGH 2014 7,Mazzaella oregona,5
Fifth Beach HIGH 2014 7,Microcladia borealis,0.5
Fifth Beach HIGH 2014 7,Petrocelis,1
Fifth Beach HIGH 2014 7,Pisaster ochraceus,4
Fifth Beach HIGH 2014 7,Plocamium violaceum,1
Fifth Beach HIGH 2014 7,Polysiphonia hendryi var. hendryi,1
Fifth Beach HIGH 2014 7,Pyropia abbottiae,0.5
Fifth Beach HIGH 2014 7,Savoiea robusta,3
Fifth Beach HIGH 2014 7,Scytosiphon dotyi,0.5
Fifth Beach HIGH 2014 7,Ulva lactuca,24
Fifth Beach HIGH 2014 8,Acrosiphonia coalita,3
Fifth Beach HIGH 2014 8,Blidingia minima,2
Fifth Beach HIGH 2014 8,Callithamnion pikeanum,0.5
Fifth Beach HIGH 2014 8,Chamberlainium tumidum,1
Fifth Beach HIGH 2014 8,Corallina vancouveriensis,0.5
Fifth Beach HIGH 2014 8,Endocladia muricata,30
Fifth Beach HIGH 2014 8,Fucus distichus,24
Fifth Beach HIGH 2014 8,Hildenbrandia occidentalis,30
Fifth Beach HIGH 2014 8,Isopoda,40
Fifth Beach HIGH 2014 8,Mastocarpus agardhii,2.5
Fifth Beach HIGH 2014 8,Mastocarpus alaskensis,12
Fifth Beach HIGH 2014 8,Mazzaella oregona,6
Fifth Beach HIGH 2014 8,Mazzaella parksii,13
Fifth Beach HIGH 2014 8,Microcladia borealis,0.5
Fifth Beach HIGH 2014 8,Pyropia abbottiae,6
Fifth Beach HIGH 2014 8,Pyropia perforata,2
Fifth Beach HIGH 2014 8,Ulva lactuca,3
Fifth Beach HIGH 2014 8,Wildmania norrisii,2
Fifth Beach HIGH 2014 9,Acrosiphonia arcta,9
Fifth Beach HIGH 2014 9,Alaria marginata,8
Fifth Beach HIGH 2014 9,Anthopleura xanthogrammica,3
Fifth Beach HIGH 2014 9,Callithamnion pikeanum,0.5
Fifth Beach HIGH 2014 9,Chamberlainium tumidum,2
Fifth Beach HIGH 2014 9,Corallina vancouveriensis,0.5
Fifth Beach HIGH 2014 9,Endocladia muricata,18
Fifth Beach HIGH 2014 9,Fucus distichus,4
Fifth Beach HIGH 2014 9,Halosaccion glandiforme,1
Fifth Beach HIGH 2014 9,Hildenbrandia occidentalis,5
Fifth Beach HIGH 2014 9,Hildenbrandia rubra,2
Fifth Beach HIGH 2014 9,Mastocarpus agardhii,8
Fifth Beach HIGH 2014 9,Mastocarpus alaskensis,10
Fifth Beach HIGH 2014 9,Mazzaella oregona,15
Fifth Beach HIGH 2014 9,Microcladia borealis,17
Fifth Beach HIGH 2014 9,Petrocelis,5
Fifth Beach HIGH 2014 9,Pyropia abbottiae,14
Fifth Beach HIGH 2014 9,Pyropia perforata,5
Fifth Beach HIGH 2014 9,Ulva lactuca,1
Fifth Beach HIGH 2015 1,bare rock,4
Fifth Beach HIGH 2015 1,Barnacle,35
Fifth Beach HIGH 2015 1,Cladophora columbiana,2
Fifth Beach HIGH 2015 1,Endocladia muricata,16
Fifth Beach HIGH 2015 1,Fucus distichus,2
Fifth Beach HIGH 2015 1,Gloiopeltis furcata,0.5
Fifth Beach HIGH 2015 1,Halosaccion glandiforme,0.5
Fifth Beach HIGH 2015 1,Hildenbrandia occidentalis,0.5
Fifth Beach HIGH 2015 1,Pyropia abbottiae,7.5
Fifth Beach HIGH 2015 1,Pyropia perforata,1
Fifth Beach HIGH 2015 1,Savoiea robusta,0.5
Fifth Beach HIGH 2015 1,Ulva lactuca,2
Fifth Beach HIGH 2015 1,Ulva linza,0.5
Fifth Beach HIGH 2015 10,Alaria marginata,2
Fifth Beach HIGH 2015 10,bare rock,3
Fifth Beach HIGH 2015 10,Barnacle,61
Fifth Beach HIGH 2015 10,Cladophora columbiana,2
Fifth Beach HIGH 2015 10,Endocladia muricata,5
Fifth Beach HIGH 2015 10,Fucus distichus,9
Fifth Beach HIGH 2015 10,Mazzaella parvula,1
Fifth Beach HIGH 2015 10,Mytilus sp.,15
Fifth Beach HIGH 2015 10,Pollicipes polymerus,2
Fifth Beach HIGH 2015 10,Polysiphonia hendryi var. gardneri,2
Fifth Beach HIGH 2015 10,Pyropia perforata,15
Fifth Beach HIGH 2015 10,Savoiea robusta,9
Fifth Beach HIGH 2015 10,Scytosiphon dotyi,1
Fifth Beach HIGH 2015 10,Ulva lactuca,1
Fifth Beach HIGH 2015 10,Wildmania norrisii,6
Fifth Beach HIGH 2015 2,bare rock,4
Fifth Beach HIGH 2015 2,Barnacle,73
Fifth Beach HIGH 2015 2,Endocladia muricata,6
Fifth Beach HIGH 2015 2,Fucus distichus,1
Fifth Beach HIGH 2015 2,Hildenbrandia rubra,2
Fifth Beach HIGH 2015 2,Mastocarpus alaskensis,2
Fifth Beach HIGH 2015 2,Mytilus sp.,4
Fifth Beach HIGH 2015 2,Petrocelis,8
Fifth Beach HIGH 2015 3,bare rock,6
Fifth Beach HIGH 2015 3,Barnacle,44
Fifth Beach HIGH 2015 3,Endocladia muricata,17
Fifth Beach HIGH 2015 3,Fucus distichus,3
Fifth Beach HIGH 2015 3,Hildenbrandia rubra,2
Fifth Beach HIGH 2015 3,Mastocarpus alaskensis,0.5
Fifth Beach HIGH 2015 3,Mazzaella parvula,0.5
Fifth Beach HIGH 2015 3,Mytilus sp.,22
Fifth Beach HIGH 2015 3,Petrocelis,4
Fifth Beach HIGH 2015 3,Pyropia perforata,1
Fifth Beach HIGH 2015 3,Ulva lactuca,1
Fifth Beach HIGH 2015 4,Acrosiphonia coalita,3
Fifth Beach HIGH 2015 4,Anemone,10
Fifth Beach HIGH 2015 4,bare rock,8
Fifth Beach HIGH 2015 4,Barnacle,7
Fifth Beach HIGH 2015 4,Bossiella frondescens,1
Fifth Beach HIGH 2015 4,Chamberlainium tumidum,24
Fifth Beach HIGH 2015 4,Cladophora columbiana,0.5
Fifth Beach HIGH 2015 4,Corallina vancouveriensis,2
Fifth Beach HIGH 2015 4,Crab,1
Fifth Beach HIGH 2015 4,Cryptosiphonia woodii,0.5
Fifth Beach HIGH 2015 4,Elachista fucicola,2
Fifth Beach HIGH 2015 4,Endocladia muricata,0.5
Fifth Beach HIGH 2015 4,Fucus distichus,45
Fifth Beach HIGH 2015 4,Halosaccion glandiforme,2
Fifth Beach HIGH 2015 4,Hildenbrandia rubra,35
Fifth Beach HIGH 2015 4,Katharina tunicata,1
Fifth Beach HIGH 2015 4,Leathesia marina,0.5
Fifth Beach HIGH 2015 4,Mastocarpus agardhii,2
Fifth Beach HIGH 2015 4,Mastocarpus alaskensis,0.5
Fifth Beach HIGH 2015 4,Mazzaella oregona,2
Fifth Beach HIGH 2015 4,Mazzaella parvula,0.5
Fifth Beach HIGH 2015 4,Microcladia borealis,2
Fifth Beach HIGH 2015 4,Pentidotea sp.,1
Fifth Beach HIGH 2015 4,Petrocelis,0.5
Fifth Beach HIGH 2015 4,Pisaster ochraceus,1
Fifth Beach HIGH 2015 4,Polysiphonia pacifica,0.5
Fifth Beach HIGH 2015 4,Pyropia fucicola,3
Fifth Beach HIGH 2015 4,Savoiea robusta,4
Fifth Beach HIGH 2015 4,Scytosiphon lomentaria,0.5
Fifth Beach HIGH 2015 4,Ulva lactuca,1
Fifth Beach HIGH 2015 5,Anemone,0.5
Fifth Beach HIGH 2015 5,bare rock,4
Fifth Beach HIGH 2015 5,Barnacle,74
Fifth Beach HIGH 2015 5,Endocladia muricata,11
Fifth Beach HIGH 2015 5,Fucus distichus,3
Fifth Beach HIGH 2015 5,Gloiopeltis furcata,0.5
Fifth Beach HIGH 2015 5,Hildenbrandia rubra,0.5
Fifth Beach HIGH 2015 5,Limpet,7
Fifth Beach HIGH 2015 5,Littorina sp.,40
Fifth Beach HIGH 2015 5,Mastocarpus alaskensis,1
Fifth Beach HIGH 2015 5,Mytilus sp.,3
Fifth Beach HIGH 2015 5,Petrocelis,12
Fifth Beach HIGH 2015 5,Pyropia perforata,2
Fifth Beach HIGH 2015 5,Wildmania norrisii,1
Fifth Beach HIGH 2015 6,bare rock,2
Fifth Beach HIGH 2015 6,Fucus distichus,90
Fifth Beach HIGH 2015 6,Hildenbrandia occidentalis,3
Fifth Beach HIGH 2015 6,Mastocarpus agardhii,16
Fifth Beach HIGH 2015 6,Mastocarpus alaskensis,2.5
Fifth Beach HIGH 2015 6,Petrocelis,4
Fifth Beach HIGH 2015 6,Pyropia abbottiae,0.5
Fifth Beach HIGH 2015 6,Pyropia perforata,10
Fifth Beach HIGH 2015 7,bare rock,3
Fifth Beach HIGH 2015 7,Barnacle,38
Fifth Beach HIGH 2015 7,Endocladia muricata,8
Fifth Beach HIGH 2015 7,Fucus distichus,26
Fifth Beach HIGH 2015 7,Gloiopeltis furcata,1
Fifth Beach HIGH 2015 7,Mastocarpus alaskensis,6
Fifth Beach HIGH 2015 7,Mazzaella parvula,0.5
Fifth Beach HIGH 2015 7,Mytilus sp.,4
Fifth Beach HIGH 2015 7,Petrocelis,8
Fifth Beach HIGH 2015 7,Pyropia abbottiae,4
Fifth Beach HIGH 2015 7,Pyropia perforata,6
Fifth Beach HIGH 2015 7,Ralfsioid,1
Fifth Beach HIGH 2015 8,Acrosiphonia coalita,3
Fifth Beach HIGH 2015 8,Chamberlainium tumidum,2
Fifth Beach HIGH 2015 8,Cladophora columbiana,0.5
Fifth Beach HIGH 2015 8,Endocladia muricata,2
Fifth Beach HIGH 2015 8,Fucus distichus,7.5
Fifth Beach HIGH 2015 8,Gloiopeltis furcata,0.5
Fifth Beach HIGH 2015 8,Halosaccion glandiforme,1
Fifth Beach HIGH 2015 8,Hildenbrandia occidentalis,10
Fifth Beach HIGH 2015 8,Mastocarpus alaskensis,12
Fifth Beach HIGH 2015 8,Mazzaella oregona,1
Fifth Beach HIGH 2015 8,Petrocelis,16
Fifth Beach HIGH 2015 8,Pyropia abbottiae,3.5
Fifth Beach HIGH 2015 8,Pyropia perforata,1
Fifth Beach HIGH 2015 8,Ulva lactuca,7
Fifth Beach HIGH 2015 8,Ulva linza,1
Fifth Beach HIGH 2015 9,Anemone,4
Fifth Beach HIGH 2015 9,bare rock,0.5
Fifth Beach HIGH 2015 9,Barnacle,58
Fifth Beach HIGH 2015 9,Bossiella frondifera,1
Fifth Beach HIGH 2015 9,Callithamnion pikeanum,1
Fifth Beach HIGH 2015 9,Cladophora columbiana,2
Fifth Beach HIGH 2015 9,Corallina sp.1 frondescens,0.5
Fifth Beach HIGH 2015 9,Corallina vancouveriensis,5.5
Fifth Beach HIGH 2015 9,Endocladia muricata,11
Fifth Beach HIGH 2015 9,Fucus distichus,2
Fifth Beach HIGH 2015 9,Halosaccion glandiforme,0.5
Fifth Beach HIGH 2015 9,Hildenbrandia occidentalis,0.5
Fifth Beach HIGH 2015 9,Hildenbrandia rubra,0.5
Fifth Beach HIGH 2015 9,Leathesia marina,0.5
Fifth Beach HIGH 2015 9,Mastocarpus agardhii,0.5
Fifth Beach HIGH 2015 9,Mastocarpus alaskensis,1
Fifth Beach HIGH 2015 9,Mazzaella oregona,1
Fifth Beach HIGH 2015 9,Mazzaella parvula,0.5
Fifth Beach HIGH 2015 9,Microcladia borealis,3
Fifth Beach HIGH 2015 9,Mytilus sp.,2
Fifth Beach HIGH 2015 9,Nemalion helminthoides,0.5
Fifth Beach HIGH 2015 9,Plocamium violaceum,7
Fifth Beach HIGH 2015 9,Polysiphonia hendryi var. hendryi,8
Fifth Beach HIGH 2015 9,Pyropia abbottiae,7
Fifth Beach HIGH 2015 9,Pyropia perforata,4
Fifth Beach HIGH 2015 9,Savoiea robusta,16
Fifth Beach HIGH 2015 9,Scytosiphon dotyi,0.5
Fifth Beach HIGH 2015 9,Ulva lactuca,3
Fifth Beach HIGH 2015 9,Wildmania norrisii,1
Fifth Beach HIGH 2016 1,Anemone,4
Fifth Beach HIGH 2016 1,bare rock,10
Fifth Beach HIGH 2016 1,Barnacle,65
Fifth Beach HIGH 2016 1,Cladophora columbiana,2
Fifth Beach HIGH 2016 1,Endocladia muricata,12
Fifth Beach HIGH 2016 1,Fucus distichus,2
Fifth Beach HIGH 2016 1,Halosaccion glandiforme,0.5
Fifth Beach HIGH 2016 1,Hildenbrandia sp.,3
Fifth Beach HIGH 2016 1,Limpet,19
Fifth Beach HIGH 2016 1,Mastocarpus alaskensis,0.5
Fifth Beach HIGH 2016 1,Mazzaella oregona,2
Fifth Beach HIGH 2016 1,Mytilus sp.,15
Fifth Beach HIGH 2016 1,Nucella sp.,4
Fifth Beach HIGH 2016 1,Pyropia fucicola,2
Fifth Beach HIGH 2016 1,Ulva lactuca,0.5
Fifth Beach HIGH 2016 10,Anemone,3
Fifth Beach HIGH 2016 10,bare rock,8
Fifth Beach HIGH 2016 10,Barnacle,43
Fifth Beach HIGH 2016 10,Bossiella frondescens,1
Fifth Beach HIGH 2016 10,Callithamnion pikeanum,0.5
Fifth Beach HIGH 2016 10,Chamberlainium tumidum,0.5
Fifth Beach HIGH 2016 10,Cladophora columbiana,2
Fifth Beach HIGH 2016 10,Endocladia muricata,10
Fifth Beach HIGH 2016 10,Fucus distichus,2
Fifth Beach HIGH 2016 10,Hildenbrandia sp.,1
Fifth Beach HIGH 2016 10,Limpet,21
Fifth Beach HIGH 2016 10,Mazzaella oregona,0.5
Fifth Beach HIGH 2016 10,Mytilus sp.,14
Fifth Beach HIGH 2016 10,Nucella sp.,7
Fifth Beach HIGH 2016 10,Petrocelis,12
Fifth Beach HIGH 2016 10,Pyropia fucicola,1
Fifth Beach HIGH 2016 10,Savoiea robusta,2
Fifth Beach HIGH 2016 2,bare rock,7
Fifth Beach HIGH 2016 2,Barnacle,41
Fifth Beach HIGH 2016 2,Chaetomorpha cannabina,0.5
Fifth Beach HIGH 2016 2,Cladophora columbiana,0.5
Fifth Beach HIGH 2016 2,Endocladia muricata,12
Fifth Beach HIGH 2016 2,Fucus distichus,2
Fifth Beach HIGH 2016 2,Hildenbrandia sp.,1
Fifth Beach HIGH 2016 2,Limpet,16
Fifth Beach HIGH 2016 2,Mastocarpus agardhii,0.5
Fifth Beach HIGH 2016 2,Mastocarpus alaskensis,0.5
Fifth Beach HIGH 2016 2,Mytilus sp.,34
Fifth Beach HIGH 2016 2,Nucella sp.,3
Fifth Beach HIGH 2016 2,Petrocelis,10
Fifth Beach HIGH 2016 2,Pyropia fucicola,0.5
Fifth Beach HIGH 2016 2,Pyropia perforata,1
Fifth Beach HIGH 2016 2,Ulva lactuca,0.5
Fifth Beach HIGH 2016 3,Acrosiphonia arcta,1
Fifth Beach HIGH 2016 3,Anemone,1.5
Fifth Beach HIGH 2016 3,bare rock,10
Fifth Beach HIGH 2016 3,Barnacle,31
Fifth Beach HIGH 2016 3,Cladophora columbiana,0.5
Fifth Beach HIGH 2016 3,Endocladia muricata,4
Fifth Beach HIGH 2016 3,Fucus distichus,1
Fifth Beach HIGH 2016 3,Mytilus sp.,21
Fifth Beach HIGH 2016 3,Petrocelis,6
Fifth Beach HIGH 2016 3,Savoiea robusta,3
Fifth Beach HIGH 2016 3,Ulva lactuca,0.5
Fifth Beach HIGH 2016 4,bare rock,6
Fifth Beach HIGH 2016 4,Barnacle,32
Fifth Beach HIGH 2016 4,Chaetomorpha cannabina,0.5
Fifth Beach HIGH 2016 4,Cladophora columbiana,5
Fifth Beach HIGH 2016 4,Endocladia muricata,10
Fifth Beach HIGH 2016 4,Fucus distichus,18
Fifth Beach HIGH 2016 4,Halosaccion glandiforme,1
Fifth Beach HIGH 2016 4,Hildenbrandia sp.,5
Fifth Beach HIGH 2016 4,Mastocarpus alaskensis,2
Fifth Beach HIGH 2016 4,Mazzaella oregona,0.5
Fifth Beach HIGH 2016 4,Mytilus sp.,35
Fifth Beach HIGH 2016 4,Petrocelis,3
Fifth Beach HIGH 2016 4,Plocamium violaceum,5
Fifth Beach HIGH 2016 4,Pyropia fallax,0.5
Fifth Beach HIGH 2016 4,Savoiea robusta,8
Fifth Beach HIGH 2016 4,Scytosiphon dotyi,1
Fifth Beach HIGH 2016 4,Ulva lactuca,0.5
Fifth Beach HIGH 2016 5,Anemone,4
Fifth Beach HIGH 2016 5,bare rock,6
Fifth Beach HIGH 2016 5,Barnacle,24
Fifth Beach HIGH 2016 5,Chamberlainium tumidum,1
Fifth Beach HIGH 2016 5,Cladophora columbiana,0.5
Fifth Beach HIGH 2016 5,Endocladia muricata,6
Fifth Beach HIGH 2016 5,Fucus distichus,15
Fifth Beach HIGH 2016 5,Hildenbrandia sp.,4
Fifth Beach HIGH 2016 5,Mytilus sp.,22
Fifth Beach HIGH 2016 5,Petrocelis,16
Fifth Beach HIGH 2016 5,Plocamium violaceum,0.5
Fifth Beach HIGH 2016 5,Savoiea robusta,3
Fifth Beach HIGH 2016 6,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2016 6,bare rock,3
Fifth Beach HIGH 2016 6,Barnacle,54
Fifth Beach HIGH 2016 6,Ceramium pacificum,0.5
Fifth Beach HIGH 2016 6,Endocladia muricata,3
Fifth Beach HIGH 2016 6,Fucus distichus,6
Fifth Beach HIGH 2016 6,Halosaccion glandiforme,1
Fifth Beach HIGH 2016 6,Hildenbrandia sp.,3.5
Fifth Beach HIGH 2016 6,Mazzaella oregona,0.5
Fifth Beach HIGH 2016 6,Microcladia borealis,0.5
Fifth Beach HIGH 2016 6,Mytilus sp.,19
Fifth Beach HIGH 2016 6,Petrocelis,12
Fifth Beach HIGH 2016 6,Pyropia abbottiae,0.5
Fifth Beach HIGH 2016 6,Pyropia perforata,0.5
Fifth Beach HIGH 2016 7,Anemone,1
Fifth Beach HIGH 2016 7,bare rock,2
Fifth Beach HIGH 2016 7,Barnacle,5
Fifth Beach HIGH 2016 7,Blidingia sp.,0.5
Fifth Beach HIGH 2016 7,Endocladia muricata,23
Fifth Beach HIGH 2016 7,Fucus distichus,19
Fifth Beach HIGH 2016 7,Halosaccion glandiforme,0.5
Fifth Beach HIGH 2016 7,Hildenbrandia sp.,23
Fifth Beach HIGH 2016 7,Mastocarpus agardhii,0.5
Fifth Beach HIGH 2016 7,Mastocarpus alaskensis,3.5
Fifth Beach HIGH 2016 7,Petrocelis,15
Fifth Beach HIGH 2016 8,Acrosiphonia arcta,0.5
Fifth Beach HIGH 2016 8,bare rock,6
Fifth Beach HIGH 2016 8,Barnacle,6
Fifth Beach HIGH 2016 8,Blidingia sp.,0.5
Fifth Beach HIGH 2016 8,Chamberlainium tumidum,9
Fifth Beach HIGH 2016 8,Endocladia muricata,11
Fifth Beach HIGH 2016 8,Fucus distichus,5
Fifth Beach HIGH 2016 8,Hildenbrandia sp.,72
Fifth Beach HIGH 2016 8,Mazzaella oregona,2
Fifth Beach HIGH 2016 8,Petrocelis,1
Fifth Beach HIGH 2016 8,Tiffaniella snyderae,0.5
Fifth Beach HIGH 2016 9,Anemone,5
Fifth Beach HIGH 2016 9,bare rock,3
Fifth Beach HIGH 2016 9,Barnacle,55
Fifth Beach HIGH 2016 9,Cladophora columbiana,0.5
Fifth Beach HIGH 2016 9,Corallina vancouveriensis,0.5
Fifth Beach HIGH 2016 9,Endocladia muricata,10
Fifth Beach HIGH 2016 9,Fucus distichus,2
Fifth Beach HIGH 2016 9,Hildenbrandia sp.,1
Fifth Beach HIGH 2016 9,Limpet,27
Fifth Beach HIGH 2016 9,Mazzaella oregona,1
