"UID","Taxon","Abundance"
"Foggy Cove MID 2011 2","Halosaccion glandiforme","4"
"Foggy Cove MID 2011 2","Hildenbrandia","5"
"Foggy Cove MID 2011 2","Leathesia marina","0.5"
"Foggy Cove MID 2011 2","Mastocarpus latissimus","3"
"Foggy Cove MID 2011 2","Mastocarpus rigidus","1"
"Foggy Cove MID 2011 2","Petrocelis--thick","35"
"Foggy Cove MID 2011 2","Porphyra perforata","0.5"
"Foggy Cove MID 2011 2","Pseudolithophyllum neofarlowii","0.5"
"Foggy Cove MID 2011 2","Ulva lactuca","0.5"
"Foggy Cove MID 2011 2","Ulva linza","2"
"Foggy Cove MID 2011 3","Bare rock","25"
"Foggy Cove MID 2011 3","Alaria","5"
"Foggy Cove MID 2011 3","Cryptosiphonia woodii","3"
"Foggy Cove MID 2011 3","Elachista fucicola","1"
"Foggy Cove MID 2011 3","Endocladia muricata","1"
"Foggy Cove MID 2011 3","Fucus distichus subsp. evanescens","6"
"Foggy Cove MID 2011 3","Halosaccion glandiforme","1"
"Foggy Cove MID 2011 3","Hildenbrandia","3"
"Foggy Cove MID 2011 3","Mastocarpus latissimus","22"
"Foggy Cove MID 2011 3","Mastocarpus rigidus","4"
"Foggy Cove MID 2011 3","Mazzaella oregona","2"
"Foggy Cove MID 2011 3","Neorhodomela larix","0.5"
"Foggy Cove MID 2011 3","Odonthalia floccosa","0.5"
"Foggy Cove MID 2011 3","Palmaria hecatensis","4"
"Foggy Cove MID 2011 3","Petrocelis--thick","15"
"Foggy Cove MID 2011 3","Pseudolithophyllum neofarlowii","2"
"Foggy Cove MID 2011 3","Ulva lactuca","1"
"Foggy Cove MID 2011 4","Bare rock","4"
"Foggy Cove MID 2011 4","Endocladia muricata","8"
"Foggy Cove MID 2011 4","Fucus distichus subsp. evanescens","60"
"Foggy Cove MID 2011 4","Hildenbrandia","4"
"Foggy Cove MID 2011 4","Mastocarpus latissimus","6"
"Foggy Cove MID 2011 4","Mastocarpus rigidus","6"
"Foggy Cove MID 2011 4","Petrocelis--thick","13"
"Foggy Cove MID 2011 4","Petrocelis--thin","3"
"Foggy Cove MID 2011 5","Bare rock","50"
"Foggy Cove MID 2011 5","Ceramium pacificum","0.5"
"Foggy Cove MID 2011 5","Corallina vancouveriensis","1"
"Foggy Cove MID 2011 5","Corallina crust, unknown","3"
"Foggy Cove MID 2011 5","Cryptosiphonia woodii","2"
"Foggy Cove MID 2011 5","Elachista fucicola","1"
"Foggy Cove MID 2011 5","Endocladia muricata","2"
"Foggy Cove MID 2011 5","Fucus distichus subsp. evanescens","10"
"Foggy Cove MID 2011 5","Halosaccion glandiforme","5"
"Foggy Cove MID 2011 5","Hildenbrandia","1"
"Foggy Cove MID 2011 5","Hymenena sp.","1"
"Foggy Cove MID 2011 5","Leathesia marina","1"
"Foggy Cove MID 2011 5","Mastocarpus rigidus","10"
"Foggy Cove MID 2011 5","Neorhodomela larix","5"
"Foggy Cove MID 2011 5","Odonthalia floccosa","1"
"Foggy Cove MID 2011 5","Ulva lactuca","5"
"Foggy Cove MID 2011 6","Bare rock","5"
"Foggy Cove MID 2011 6","Alaria","3"
"Foggy Cove MID 2011 6","Bossiella","0.5"
"Foggy Cove MID 2011 6","Endocladia muricata","0.5"
"Foggy Cove MID 2011 6","Fucus distichus subsp. evanescens","25"
"Foggy Cove MID 2011 6","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2011 6","Hildenbrandia","0.5"
"Foggy Cove MID 2011 6","Mastocarpus latissimus","1"
"Foggy Cove MID 2011 6","Mastocarpus rigidus","1"
"Foggy Cove MID 2011 6","Neorhodomela larix","5"
"Foggy Cove MID 2011 6","Odonthalia floccosa","2"
"Foggy Cove MID 2011 6","Petrocelis--thick","0.5"
"Foggy Cove MID 2011 6","Phycodrys?","1"
"Foggy Cove MID 2011 6","Phyllospadix serrulatus","75"
"Foggy Cove MID 2011 6","Pseudolithophyllum neofarlowii","5"
"Foggy Cove MID 2011 6","Ulva lactuca","0.5"
"Foggy Cove MID 2011 7","Bare rock","40"
"Foggy Cove MID 2011 7","Blidingia minima","1"
"Foggy Cove MID 2011 7","Elachista fucicola","1"
"Foggy Cove MID 2011 7","Endocladia muricata","6"
"Foggy Cove MID 2011 7","Fucus distichus subsp. evanescens","70"
"Foggy Cove MID 2011 7","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2011 7","Hildenbrandia","2"
"Foggy Cove MID 2011 7","Mastocarpus latissimus","3"
"Foggy Cove MID 2011 7","Mastocarpus rigidus","2"
"Foggy Cove MID 2011 7","Petrocelis--thick","53"
"Foggy Cove MID 2011 7","Petrocelis--thin","40"
"Foggy Cove MID 2011 7","Porphyra perforata","0.5"
"Foggy Cove MID 2011 7","Ulva linza","1"
"Foggy Cove MID 2011 8","Bare rock","15"
"Foggy Cove MID 2011 8","Endocladia muricata","6"
"Foggy Cove MID 2011 8","Fucus distichus subsp. evanescens","30"
"Foggy Cove MID 2011 8","Halosaccion glandiforme","6"
"Foggy Cove MID 2011 8","Hildenbrandia","4"
"Foggy Cove MID 2011 8","Mastocarpus latissimus","5"
"Foggy Cove MID 2011 8","Mastocarpus rigidus","6"
"Foggy Cove MID 2011 8","Mazzaella oregona","1"
"Foggy Cove MID 2011 8","Petrocelis--thick","11"
"Foggy Cove MID 2011 8","Petrocelis--thin","8"
"Foggy Cove MID 2011 8","Pseudolithophyllum neofarlowii","8"
"Foggy Cove MID 2011 8","Ulva lactuca","3"
"Foggy Cove MID 2011 9","Bare rock","25"
"Foggy Cove MID 2011 9","Bossiella","0.5"
"Foggy Cove MID 2011 9","Corallina vancouveriensis","1"
"Foggy Cove MID 2011 9","Elachista fucicola","1"
"Foggy Cove MID 2011 9","Fucus distichus subsp. evanescens","30"
"Foggy Cove MID 2011 9","Halosaccion glandiforme","23"
"Foggy Cove MID 2011 9","Hildenbrandia","1"
"Foggy Cove MID 2011 9","Leathesia marina","1"
"Foggy Cove MID 2011 9","Mastocarpus latissimus","7"
"Foggy Cove MID 2011 9","Mastocarpus rigidus","0.5"
"Foggy Cove MID 2011 9","Odonthalia floccosa","3"
"Foggy Cove MID 2011 9","Petrocelis--thin","7"
"Foggy Cove MID 2011 9","Prionitis sternbergii","1"
"Foggy Cove MID 2011 10","Bare rock","60"
"Foggy Cove MID 2011 10","Blidingia minima","3"
"Foggy Cove MID 2011 10","Elachista fucicola","1"
"Foggy Cove MID 2011 10","Fucus distichus subsp. evanescens","20"
"Foggy Cove MID 2011 10","Mastocarpus latissimus","6"
"Foggy Cove MID 2011 10","Nemalion helminthoides","0.5"
"Foggy Cove MID 2011 10","Petrocelis--thin","8"
"Foggy Cove MID 2012 1","Bare rock","10"
"Foggy Cove MID 2012 1","Alaria","6"
"Foggy Cove MID 2012 1","Callithamnion pikeanum","1"
"Foggy Cove MID 2012 1","Corallina frondescens","1"
"Foggy Cove MID 2012 1","Corallina vancouveriensis","3"
"Foggy Cove MID 2012 1","Cryptosiphonia woodii","6"
"Foggy Cove MID 2012 1","Fucus distichus","78"
"Foggy Cove MID 2012 1","Halosaccion glandiforme","8"
"Foggy Cove MID 2012 1","Hildenbrandia thick","5"
"Foggy Cove MID 2012 1","Hildenbrandia transparent","8"
"Foggy Cove MID 2012 1","Mastocarpus latissimus","8"
"Foggy Cove MID 2012 1","Mastocarpus agardhii","15"
"Foggy Cove MID 2012 1","Mazzaella oregona","3"
"Foggy Cove MID 2012 1","Odonthalia floccosa","2"
"Foggy Cove MID 2012 1","Palmaria hecatensis","3"
"Foggy Cove MID 2012 1","Plocamium violaceum","30"
"Foggy Cove MID 2012 1","Polysiphonia","3"
"Foggy Cove MID 2012 1","Ulva lactuca","9"
"Foggy Cove MID 2012 1","panicea","4"
"Foggy Cove MID 2012 1","Pagarus","1"
"Foggy Cove MID 2012 1","Chiton","2"
"Foggy Cove MID 2012 1","Limpet","1"
"Foggy Cove MID 2012 2","Blidingia minima","0.5"
"Foggy Cove MID 2012 2","Elachista fucicola","3"
"Foggy Cove MID 2012 2","encrusting corallines","5"
"Foggy Cove MID 2012 2","Fucus distichus","80"
"Foggy Cove MID 2012 2","Halosaccion glandiforme","0.5"
"Foggy Cove MID 2012 2","Hildenbrandia thick","23"
"Foggy Cove MID 2012 2","Mastocarpus alaskensis","15"
"Foggy Cove MID 2012 2","Mastocarpus agardhii","8"
"Foggy Cove MID 2012 2","Neorhodomela larix","2"
"Foggy Cove MID 2012 2","Odonthalia floccosa","3"
"Foggy Cove MID 2012 2","Ulva lactuca","0.5"
"Foggy Cove MID 2012 2","Pagarus","3"
"Foggy Cove MID 2012 2","Limpet","2"
"Foggy Cove MID 2012 2","Anthopleura (%)","0.5"
"Foggy Cove MID 2012 2","Calliostoma (or Margarites)","1"
"Foggy Cove MID 2012 2","Spirorbidae","0.5"
"Foggy Cove MID 2012 3","Bare rock","25"
"Foggy Cove MID 2012 3","Elachista fucicola","3"
"Foggy Cove MID 2012 3","Endocladia muricata","4"
"Foggy Cove MID 2012 3","Fucus distichus","75"
"Foggy Cove MID 2012 3","Hildenbrandia thick","5"
"Foggy Cove MID 2012 3","Mastocarpus agardhii","8"
"Foggy Cove MID 2012 3","Petrocelis--thick","6"
"Foggy Cove MID 2012 3","Pyropia perforata","7"
"Foggy Cove MID 2012 3","Limpet","4"
"Foggy Cove MID 2012 4","Bare rock","7"
"Foggy Cove MID 2012 4","Corallina crust, unknown","1"
"Foggy Cove MID 2012 4","Elachista fucicola","1"
"Foggy Cove MID 2012 4","encrusting corallines","1"
"Foggy Cove MID 2012 4","Fucus distichus","75"
"Foggy Cove MID 2012 4","Halosaccion glandiforme","2"
"Foggy Cove MID 2012 4","Hildenbrandia thick","30"
"Foggy Cove MID 2012 4","Lithothamnion phymatodeum","2"
"Foggy Cove MID 2012 4","Mastocarpus latissimus","5"
"Foggy Cove MID 2012 4","Mastocarpus agardhii","4"
"Foggy Cove MID 2012 4","Neorhodomela larix","4"
"Foggy Cove MID 2012 4","Odonthalia floccosa","3"
"Foggy Cove MID 2012 4","Palmaria hecatensis","1"
"Foggy Cove MID 2012 4","Polyneura latissima","5"
"Foggy Cove MID 2012 4","Pseudolithophyllum neofarlowii","25"
"Foggy Cove MID 2012 4","Prionitis sternbergii","0.5"
"Foggy Cove MID 2012 4","Ulva lactuca","1"
"Foggy Cove MID 2012 4","Pagarus","4"
"Foggy Cove MID 2012 4","Tegula","1"
"Foggy Cove MID 2012 4","Anemone, unknown (#)","3"
"Foggy Cove MID 2012 5","Corallina frondescens","2"
"Foggy Cove MID 2012 5","Corallina vancouveriensis","4"
"Foggy Cove MID 2012 5","encrusting corallines","25"
"Foggy Cove MID 2012 5","Endocladia muricata","0.5"
"Foggy Cove MID 2012 5","Fucus distichus","99"
"Foggy Cove MID 2012 5","Halosaccion glandiforme","2"
"Foggy Cove MID 2012 5","Hildenbrandia thick","21"
"Foggy Cove MID 2012 5","Mastocarpus alaskensis","3"
"Foggy Cove MID 2012 5","Mastocarpus agardhii","7"
"Foggy Cove MID 2012 5","Mazzaella oregona","1"
"Foggy Cove MID 2012 5","Neorhodomela larix","4"
"Foggy Cove MID 2012 5","Odonthalia floccosa","2"
"Foggy Cove MID 2012 5","Phyllospadix serrulatus","1"
"Foggy Cove MID 2012 5","Plocamium violaceum","2"
"Foggy Cove MID 2012 5","Ralfsia","0.5"
"Foggy Cove MID 2012 5","Ulva lactuca","1"
"Foggy Cove MID 2012 5","Pagarus","14"
"Foggy Cove MID 2012 5","Anthopleura (%)","0.5"
"Foggy Cove MID 2012 5","Spirorbidae","0.5"
"Foggy Cove MID 2012 5","Pugettia producta","1"
"Foggy Cove MID 2012 6","Endocladia muricata","6"
"Foggy Cove MID 2012 6","Fucus distichus","98"
"Foggy Cove MID 2012 6","Halosaccion glandiforme","4"
"Foggy Cove MID 2012 6","Hildenbrandia thick","23"
"Foggy Cove MID 2012 6","Mastocarpus latissimus","4"
"Foggy Cove MID 2012 6","Mastocarpus agardhii","9"
"Foggy Cove MID 2012 6","Mazzaella oregona","4"
"Foggy Cove MID 2012 6","Odonthalia floccosa","9"
"Foggy Cove MID 2012 6","Polysiphonia","11"
"Foggy Cove MID 2012 6","Rhodochorton purpureum","1"
"Foggy Cove MID 2012 6","Pagarus","23"
"Foggy Cove MID 2012 6","Chiton","3"
"Foggy Cove MID 2012 6","Limpet","5"
"Foggy Cove MID 2012 6","Anthopleura (%)","1"
"Foggy Cove MID 2012 6","Barnacle (%)","2"
"Foggy Cove MID 2012 7","Bare rock","40"
"Foggy Cove MID 2012 7","Elachista fucicola","2"
"Foggy Cove MID 2012 7","Fucus distichus","20"
"Foggy Cove MID 2012 7","Halosaccion glandiforme","3"
"Foggy Cove MID 2012 7","Hildenbrandia thick","25"
"Foggy Cove MID 2012 7","Lithothamnion phymatodeum","0.5"
"Foggy Cove MID 2012 7","Mastocarpus latissimus","8"
"Foggy Cove MID 2012 7","Mazzaella oregona","5"
"Foggy Cove MID 2012 7","Pyropia perforata","5"
"Foggy Cove MID 2012 7","Pseudolithophyllum neofarlowii","5"
"Foggy Cove MID 2012 7","Ulva lactuca","0.5"
"Foggy Cove MID 2012 7","Limpet","3"
"Foggy Cove MID 2012 7","Hemigrapsis sp. ?","1"
"Foggy Cove MID 2012 8","Elachista fucicola","3"
"Foggy Cove MID 2012 8","encrusting corallines","5"
"Foggy Cove MID 2012 8","Endocladia muricata","0.5"
"Foggy Cove MID 2012 8","Fucus distichus","75"
"Foggy Cove MID 2012 8","Hildenbrandia thick","71"
"Foggy Cove MID 2012 8","Mastocarpus alaskensis","25"
"Foggy Cove MID 2012 8","Mastocarpus agardhii","20"
"Foggy Cove MID 2012 8","Mazzaella oregona","1"
"Foggy Cove MID 2012 8","Odonthalia floccosa","0.5"
"Foggy Cove MID 2012 8","Petrocelis--thick","2"
"Foggy Cove MID 2012 8","Pagarus","11"
"Foggy Cove MID 2012 8","Limpet","1"
"Foggy Cove MID 2012 9","Bare rock","7"
"Foggy Cove MID 2012 9","Bangia","0.5"
"Foggy Cove MID 2012 9","Endocladia muricata","0.5"
"Foggy Cove MID 2012 9","Fucus distichus","87"
"Foggy Cove MID 2012 9","Hildenbrandia thick","35"
"Foggy Cove MID 2012 9","Hildenbrandia transparent","6"
"Foggy Cove MID 2012 9","Leathesia marina","1.5"
"Foggy Cove MID 2012 9","Mastocarpus latissimus","23"
"Foggy Cove MID 2012 9","Mastocarpus agardhii","12"
"Foggy Cove MID 2012 9","Plocamium violaceum","0.5"
"Foggy Cove MID 2012 9","Prionitis sternbergii","0.5"
"Foggy Cove MID 2012 9","Ralfsia","10"
"Foggy Cove MID 2012 9","Pisaster","1"
"Foggy Cove MID 2012 9","Littorina","2"
"Foggy Cove MID 2012 9","Idotea","1"
"Foggy Cove MID 2012 9","Pagarus","15"
"Foggy Cove MID 2012 9","Limpet","11"
"Foggy Cove MID 2012 9","Anthopleura (%)","3"
"Foggy Cove MID 2012 9","Barnacle (%)","1"
"Foggy Cove MID 2012 10","Bare rock","12"
"Foggy Cove MID 2012 10","Endocladia muricata","2"
"Foggy Cove MID 2012 10","Fucus distichus","60"
"Foggy Cove MID 2012 10","Halosaccion glandiforme","2"
"Foggy Cove MID 2012 10","Hildenbrandia thick","30"
"Foggy Cove MID 2012 10","Leathesia marina","0.5"
"Foggy Cove MID 2012 10","Mastocarpus latissimus","35"
"Foggy Cove MID 2012 10","Mastocarpus agardhii","5"
"Foggy Cove MID 2012 10","Mazzaella oregona","5"
"Foggy Cove MID 2012 10","Petrocelis--thick","3"
"Foggy Cove MID 2012 10","Pseudolithophyllum neofarlowii","6"
"Foggy Cove MID 2012 10","Ulva linza","1"
"Foggy Cove MID 2012 10","Pagarus","3"
"Foggy Cove MID 2012 10","Limpet","10"
"Foggy Cove HIGH 2011 1","Bare rock","50"
"Foggy Cove HIGH 2011 1","Endocladia muricata","8"
"Foggy Cove HIGH 2011 1","Fucus distichus subsp. evanescens","25"
"Foggy Cove HIGH 2011 1","Hildenbrandia rubra","3"
"Foggy Cove HIGH 2011 1","Mastocarpus latissimus","5"
"Foggy Cove HIGH 2011 1","Petrocelis","6"
"Foggy Cove HIGH 2011 1","Pseudolithophyllum neofarlowii","1"
"Foggy Cove HIGH 2011 2","Bare rock","80"
"Foggy Cove HIGH 2011 2","Endocladia muricata","6"
"Foggy Cove HIGH 2011 2","Fucus distichus subsp. evanescens","30"
"Foggy Cove HIGH 2011 2","Hildenbrandia rubra","11"
"Foggy Cove HIGH 2011 2","Mastocarpus latissimus","2"
"Foggy Cove HIGH 2011 2","Petrocelis","2"
"Foggy Cove HIGH 2011 2","Pseudolithophyllum neofarlowii","3"
"Foggy Cove HIGH 2011 3","Bare rock","65"
"Foggy Cove HIGH 2011 3","Endocladia muricata","18"
"Foggy Cove HIGH 2011 3","Fucus distichus subsp. evanescens","65"
"Foggy Cove HIGH 2011 3","Gloiopeltis furcata (mostly bases)","1"
"Foggy Cove HIGH 2011 3","Hildenbrandia rubra","3"
"Foggy Cove HIGH 2011 3","Mastocarpus latissimus","6"
"Foggy Cove HIGH 2011 3","Petrocelis","0.5"
"Foggy Cove HIGH 2011 3","Ulva lactuca","0.5"
"Foggy Cove HIGH 2011 4","Bare rock","70"
"Foggy Cove HIGH 2011 4","Elachista fucicola","5"
"Foggy Cove HIGH 2011 4","Endocladia muricata","6"
"Foggy Cove HIGH 2011 4","Fucus distichus subsp. evanescens","12"
"Foggy Cove HIGH 2011 4","Gloiopeltis furcata (mostly bases)","2"
"Foggy Cove HIGH 2011 4","Petrocelis","6"
"Foggy Cove HIGH 2011 5","Bare rock","97"
"Foggy Cove HIGH 2011 5","Endocladia muricata","2"
"Foggy Cove HIGH 2011 5","Fucus distichus subsp. evanescens","10"
"Foggy Cove HIGH 2011 5","Gloiopeltis furcata (mostly bases)","0.5"
"Foggy Cove HIGH 2011 5","Mastocarpus latissimus","7"
"Foggy Cove HIGH 2011 6","Bare rock","97"
"Foggy Cove HIGH 2011 6","Endocladia muricata","2"
"Foggy Cove HIGH 2011 6","Hildenbrandia rubra","0.5"
"Foggy Cove HIGH 2011 6","Mastocarpus latissimus","1"
"Foggy Cove HIGH 2011 6","Petrocelis","0.5"
"Foggy Cove HIGH 2011 7","Bare rock","95"
"Foggy Cove HIGH 2011 7","Endocladia muricata","3"
"Foggy Cove HIGH 2011 7","Gloiopeltis furcata (mostly bases)","1.5"
"Foggy Cove HIGH 2011 7","Hildenbrandia rubra","0.5"
"Foggy Cove HIGH 2011 7","Mastocarpus latissimus","3"
"Foggy Cove HIGH 2011 7","Petrocelis","1"
"Foggy Cove HIGH 2011 7","Pseudolithophyllum neofarlowii","0.5"
"Foggy Cove HIGH 2011 8","Bare rock","85"
"Foggy Cove HIGH 2011 8","Elachista fucicola","1"
"Foggy Cove HIGH 2011 8","Endocladia muricata","4"
"Foggy Cove HIGH 2011 8","Fucus distichus subsp. evanescens","4"
"Foggy Cove HIGH 2011 8","Gloiopeltis furcata (mostly bases)","1"
"Foggy Cove HIGH 2011 8","Mastocarpus latissimus","5"
"Foggy Cove HIGH 2011 8","Petrocelis","1"
"Foggy Cove HIGH 2011 9","Bare rock","97"
"Foggy Cove HIGH 2011 9","Endocladia muricata","0.5"
"Foggy Cove HIGH 2011 9","Gloiopeltis furcata (mostly bases)","2"
"Foggy Cove HIGH 2011 9","Mastocarpus latissimus","0.5"
"Foggy Cove HIGH 2011 9","Petrocelis","0.5"
"Foggy Cove HIGH 2011 10","Bare rock","90"
"Foggy Cove HIGH 2011 10","Endocladia muricata","1"
"Foggy Cove HIGH 2011 10","Gloiopeltis furcata (mostly bases)","0.5"
"Foggy Cove HIGH 2011 10","Hildenbrandia rubra","8"
"Foggy Cove HIGH 2011 10","Mastocarpus latissimus","0.5"
"Foggy Cove HIGH 2011 10","Petrocelis","1"
"Foggy Cove HIGH 2012 1","Elachista fucicola","3"
"Foggy Cove HIGH 2012 1","Endocladia muricata","15"
"Foggy Cove HIGH 2012 1","Fucus distichus","12"
"Foggy Cove HIGH 2012 1","Gloiopeltis furcata (mostly bases)","3"
"Foggy Cove HIGH 2012 1","Hildenbrandia transparent","2"
"Foggy Cove HIGH 2012 1","Mastocarpus alaskensis","7"
"Foggy Cove HIGH 2012 1","Petrocelis","3"
"Foggy Cove HIGH 2012 1","Pseudolithophyllum neofarlowii","2"
"Foggy Cove HIGH 2012 1","Barnacle (%)","1"
"Foggy Cove HIGH 2012 1","Chlorostoma","7"
"Foggy Cove HIGH 2012 1","Limpets","15"
"Foggy Cove HIGH 2012 1","Littorina","1"
"Foggy Cove HIGH 2012 2","Elachista fucicola","7"
"Foggy Cove HIGH 2012 2","Endocladia muricata","30"
"Foggy Cove HIGH 2012 2","Fucus distichus","50"
"Foggy Cove HIGH 2012 2","Hildenbrandia thick","22"
"Foggy Cove HIGH 2012 2","Hildenbrandia transparent","3"
"Foggy Cove HIGH 2012 2","Mastocarpus alaskensis","15"
"Foggy Cove HIGH 2012 2","Petrocelis","5"
"Foggy Cove HIGH 2012 2","Pyropia perforata","1"
"Foggy Cove HIGH 2012 2","Pseudolithophyllum neofarlowii","8"
"Foggy Cove HIGH 2012 2","Chlorostoma","12"
"Foggy Cove HIGH 2012 2","Pagarus","16"
"Foggy Cove HIGH 2012 2","Limpets","9"
"Foggy Cove HIGH 2012 2","Littorina","11"
"Foggy Cove HIGH 2012 3","Bare rock","45"
"Foggy Cove HIGH 2012 3","Elachista fucicola","2"
"Foggy Cove HIGH 2012 3","Endocladia muricata","18"
"Foggy Cove HIGH 2012 3","Fucus distichus","10"
"Foggy Cove HIGH 2012 3","Gloiopeltis furcata (mostly bases)","2"
"Foggy Cove HIGH 2012 3","Hildenbrandia transparent","2"
"Foggy Cove HIGH 2012 3","Mastocarpus alaskensis","4"
"Foggy Cove HIGH 2012 3","Petrocelis","1"
"Foggy Cove HIGH 2012 3","Barnacle (%)","1"
"Foggy Cove HIGH 2012 3","Chlorostoma","7"
"Foggy Cove HIGH 2012 3","Limpets","9"
"Foggy Cove HIGH 2012 3","Littorina","1"
"Foggy Cove HIGH 2012 4","Elachista fucicola","2"
"Foggy Cove HIGH 2012 4","Endocladia muricata","18"
"Foggy Cove HIGH 2012 4","Fucus distichus","40"
"Foggy Cove HIGH 2012 4","Mastocarpus alaskensis","4"
"Foggy Cove HIGH 2012 4","Petrocelis","0.5"
"Foggy Cove HIGH 2012 4","Pyropia perforata","0.5"
"Foggy Cove HIGH 2012 4","Chlorostoma","1"
"Foggy Cove HIGH 2012 4","Limpets","9"
"Foggy Cove HIGH 2012 4","Littorina","2"
"Foggy Cove HIGH 2012 4","Hemigrapsis ?","2"
"Foggy Cove HIGH 2012 5","Bare rock","50"
"Foggy Cove HIGH 2012 5","Elachista fucicola","4"
"Foggy Cove HIGH 2012 5","Endocladia muricata","8"
"Foggy Cove HIGH 2012 5","Fucus distichus","6"
"Foggy Cove HIGH 2012 5","Gloiopeltis furcata (mostly bases)","2"
"Foggy Cove HIGH 2012 5","Hildenbrandia thick","1"
"Foggy Cove HIGH 2012 5","Mastocarpus alaskensis","4"
"Foggy Cove HIGH 2012 5","Petrocelis","4"
"Foggy Cove HIGH 2012 5","Pseudolithophyllum neofarlowii","1"
"Foggy Cove HIGH 2012 5","Chlorostoma","6"
"Foggy Cove HIGH 2012 5","Pagarus","1"
"Foggy Cove HIGH 2012 5","Limpets","20"
"Foggy Cove HIGH 2012 5","Anthopleura (%)","5"
"Foggy Cove HIGH 2012 6","Bare rock","90"
"Foggy Cove HIGH 2012 6","encrusting coralline (not Pseudolithophyllum neofarlowii)","2"
"Foggy Cove HIGH 2012 6","Endocladia muricata","7"
"Foggy Cove HIGH 2012 6","Fucus distichus","5"
"Foggy Cove HIGH 2012 6","Gloiopeltis furcata (mostly bases)","1"
"Foggy Cove HIGH 2012 6","Hildenbrandia transparent","0.5"
"Foggy Cove HIGH 2012 6","Leathesia marina","0.5"
"Foggy Cove HIGH 2012 6","Mastocarpus alaskensis","2"
"Foggy Cove HIGH 2012 6","Neorhodomela oregona","4"
"Foggy Cove HIGH 2012 6","Petrocelis","0.5"
"Foggy Cove HIGH 2012 6","Pseudolithophyllum neofarlowii","2"
"Foggy Cove HIGH 2012 6","Ralfisa","3"
"Foggy Cove HIGH 2012 6","Soranthera ulvoidea","0.5"
"Foggy Cove HIGH 2012 6","Limpets","9"
"Foggy Cove HIGH 2012 7","Endocladia muricata","2"
"Foggy Cove HIGH 2012 7","Fucus distichus","4"
"Foggy Cove HIGH 2012 7","Gloiopeltis furcata (mostly bases)","1"
"Foggy Cove HIGH 2012 7","Hildenbrandia thick","2"
"Foggy Cove HIGH 2012 7","Pyropia perforata","18"
"Foggy Cove HIGH 2012 7","Barnacle (%)","82"
"Foggy Cove HIGH 2012 7","Limpets","3"
"Foggy Cove HIGH 2012 7","Littorina","50"
"Foggy Cove HIGH 2012 8","Bare rock","5"
"Foggy Cove HIGH 2012 8","Cladophora columbiana","0.5"
"Foggy Cove HIGH 2012 8","Endocladia muricata","1"
"Foggy Cove HIGH 2012 8","Fucus distichus","2"
"Foggy Cove HIGH 2012 8","Gloiopeltis furcata (mostly bases)","3"
"Foggy Cove HIGH 2012 8","Hildenbrandia thick","2"
"Foggy Cove HIGH 2012 8","Mastocarpus alaskensis","2"
"Foggy Cove HIGH 2012 8","Neorhodomela oregona","4"
"Foggy Cove HIGH 2012 8","Pyropia perforata","20"
"Foggy Cove HIGH 2012 8","Ralfisa","3"
"Foggy Cove HIGH 2012 8","Scytosiphon lomentaria","1"
"Foggy Cove HIGH 2012 8","Barnacle (%)","27"
"Foggy Cove HIGH 2012 8","Limpets","16"
