Date,Quadrat,Meter.point,Sampler,Recorder,Bedrock,Boulder,Cobble,Sand.Gravel.Pebble,Water,SiteHeightYear,SUBSTRATE.ROCK,SUBSTRATE.SAND,WATER,Pebble,SAND.SCOUR,SUBSTRATE.Clam.shell,Site,Zone,Year,UID,Shore_height_cm,Lat,Long,Taxon,Abundance,taxon_revised,taxon_lumped,taxon_lumped2,taxon_lumped3,non.alga.flag,motile_sessile,Notes,kelp_fucoid_turf,littler_groups,new_cat,new_cat_simple1,new_cat_simple2,new_cat_simple3
2015-06-16,3,5,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 3,370,51.6407748054561,-128.156611030231,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,4,7,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,2,5,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 4,248,51.6407659222834,-128.156636161441,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,5,8,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 5,326,51.6407614806847,-128.156648725598,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,6,14,LML,SS,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 6,278,51.6407348400957,-128.156724116099,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,7,17,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 7,338,51.6407215152876,-128.1567618114,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,8,18,LML,SS,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 8,313,51.6407170736857,-128.156774376977,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,9,26,SS,LML,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 9,335,51.6406815497805,-128.156874897005,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,10,27,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach HIGH 2015,100,0,0,NA,NA,NA,Fifth Beach,HIGH,2015,Fifth Beach HIGH 2015 10,349,51.6406771081663,-128.15688746256,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,1,1,SS,LML,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,18,0.5,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 1,252,51.6408123506289,-128.156610430507,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,2,2,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,25,1,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 2,236,51.6408091386368,-128.156623931447,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,3,11,SS,LML,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,0,0,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 3,221,51.6407802845598,-128.156745435938,bare rock,7,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,4,13,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,3,3,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 4,234,51.6407738695333,-128.156772437612,bare rock,25,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,5,18,SS,LML,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,1,0.5,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 5,225,51.640757845415,-128.156839940072,bare rock,11,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,6,19,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,9,34,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 6,231,51.640754633386,-128.156853439535,bare rock,19,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,7,21,SS,LML,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,NA,79,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 7,226,51.640748227325,-128.156880441013,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,8,22,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,0.5,0,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 8,232,51.6407450153016,-128.156893941916,bare rock,55,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,9,23,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,0.5,0,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 9,242,51.6407418122672,-128.15690744265,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,10,26,SS,LML,NA,NA,NA,NA,NA,Fifth Beach MID 2015,100,0,0,NA,NA,NA,Fifth Beach,MID,2015,Fifth Beach MID 2015 10,259,51.6407310507514,-128.1569527511,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,1,2,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,50,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 1,152,51.640848447932,-128.156672402393,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,2,3,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,67,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 2,137,51.6408446485905,-128.156685502367,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,3,4,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,72,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 3,134,51.6408408582381,-128.156698602173,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,4,7,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,26,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 4,166,51.6408294692012,-128.156737903354,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,5,8,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,8,2,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 5,115,51.6408256788532,-128.156751004596,bare rock,2,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,6,11,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 6,151,51.6408142897987,-128.156790305751,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,7,14,SS,LML,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0.5,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 7,147,51.640802909711,-128.156829605275,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,8,15,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 8,136,51.6407991103622,-128.156842706669,bare rock,14,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,9,21,SCL,SCL,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0.5,0,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 9,228,51.6407763411685,-128.156921308702,bare rock,23,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,10,23,PTM,PTM,NA,NA,NA,NA,NA,Fifth Beach LOW 2015,100,0,4,NA,NA,NA,Fifth Beach,LOW,2015,Fifth Beach LOW 2015 10,202,51.6407687514185,-128.15694750839901,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,1,1,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,5,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 1,156,51.6653960646784,-128.135297578966,bare rock,23,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,2,6,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,3,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 2,100,51.665441015038,-128.135297689084,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,3,7,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,55,3,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 3,96,51.6654500069122,-128.135297711652,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,4,9,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,1,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 4,114,51.66546799065,-128.13529775534101,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,5,10,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 5,132,51.6654769825242,-128.135297777908,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,6,11,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 6,150,51.6654859743983,-128.135297800476,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,7,12,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 7,151,51.6654949662618,-128.135297821598,bare rock,12,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,8,15,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 8,109,51.6655219418736,-128.135297887854,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,9,17,SS,KGJ,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,NA,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 9,148,51.6655399166313,-128.13529793316,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,10,20,SCL,SCL,100,NA,NA,NA,NA,North Beach LOW 2016,NA,NA,0.5,NA,NA,NA,North Beach,LOW,2016,North Beach LOW 2016 10,111,51.6655668922428,-128.135297999416,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,1,4,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 1,207,51.6654188164377,-128.135236886436,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,2,6,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 2,216,51.66543678268,-128.135235775132,bare rock,13,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,3,8,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 3,207,51.6654547489116,-128.13523466238,bare rock,26,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,4,9,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 4,200,51.6654637365279,-128.135234106641,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,5,14,SCL,SCL,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,0.5,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 5,281,51.6655086566177,-128.13523132684,bare rock,26,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,6,16,SCL,SCL,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,11,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 6,253,51.665526622849,-128.135230214084,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,7,17,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,9,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 7,260,51.6655356104652,-128.135229658344,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,8,18,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 8,267,51.6655445980814,-128.135229102603,bare rock,5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,9,19,SCL,SCL,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,15,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 9,279,51.665553576707,-128.135228547033,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,10,20,SS,KGJ,100,NA,NA,NA,NA,North Beach MID 2016,NA,NA,NA,NA,NA,NA,North Beach,MID,2016,North Beach MID 2016 10,279,51.6655625643125,-128.135227989845,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,1,2,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 1,362,51.6653991149945,-128.135097592863,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,2,3,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 2,341,51.6654077844325,-128.135101450368,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,3,5,SCL,SCL,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 3,319,51.6654251143282,-128.135109167,bare rock,18,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,4,6,SCL,SCL,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,6,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 4,318,51.6654337747753,-128.135113024681,bare rock,10,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,5,7,SCL,SCL,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,0.5,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 5,334,51.6654424442234,-128.135116883638,bare rock,18,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,6,9,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,1,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 6,291,51.6654597741074,-128.135124598836,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,7,10,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,1,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 7,344,51.6654684345646,-128.135128457969,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,8,11,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 8,346,51.6654771040015,-128.135132315486,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,9,22,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 9,224,51.6655724138985,-128.13517475508,bare rock,0.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-05,10,23,SS,KGJ,100,NA,NA,NA,NA,North Beach HIGH 2016,NA,NA,NA,NA,NA,NA,North Beach,HIGH,2016,North Beach HIGH 2016 10,243,51.6655810833444,-128.135178614061,bare rock,1,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,1,2,SS,KGJ,NA,100,NA,NA,NA,Foggy Cove LOW 2016,NA,15,NA,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 1,90,51.6512790755945,-128.143508817972,bare rock,3,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,2,3,SS,KGJ,NA,100,NA,NA,NA,Foggy Cove LOW 2016,NA,24,4,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 2,88,51.6512737747115,-128.143520494771,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,3,4,SS,KGJ,NA,100,NA,NA,NA,Foggy Cove LOW 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 3,95,51.6512684738274,-128.143532171568,bare rock,6,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,4,6,SCL,SCL,NA,65,30,NA,NA,Foggy Cove LOW 2016,NA,1,10,5,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 4,107,51.6512578810354,-128.143555523537,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,5,9,SCL,SCL,NA,97,NA,NA,NA,Foggy Cove LOW 2016,NA,0.5,2,3,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 5,61,51.6512419783582,-128.143590552449,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,6,13,PTM,AM,NA,85,15,NA,NA,Foggy Cove LOW 2016,NA,0,3,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 6,75,51.6512207837661,-128.143637257938,bare rock,9,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,7,28,SS,KGJ,NA,100,NA,NA,NA,Foggy Cove LOW 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 7,133,51.6511412881418,-128.143812403071,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,8,30,SS,KGJ,NA,55,45,NA,NA,Foggy Cove LOW 2016,NA,NA,9,NA,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 8,105,51.6511306863028,-128.14383575508,bare rock,4,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,9,31,SCL,SCL,NA,92,7,NA,NA,Foggy Cove LOW 2016,NA,NA,5,1,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 9,126,51.6511253943773,-128.143847431633,bare rock,8,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,10,32,SCL,SCL,NA,80,15,NA,NA,Foggy Cove LOW 2016,NA,NA,NA,5,NA,NA,Foggy Cove,LOW,2016,Foggy Cove LOW 2016 10,126,51.6511200934602,-128.143859108353,bare rock,15,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,1,1,SS,KJ,NA,94,NA,NA,NA,Foggy Cove MID 2016,NA,NA,NA,6,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 1,171,51.6511804351453,-128.143207876071,bare rock,54,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,2,3,SCL,SCL,NA,78,22,NA,NA,Foggy Cove MID 2016,NA,0.5,3,NA,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 2,219,51.6511698243103,-128.143231211065,bare rock,88,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,3,8,SCL,SCL,NA,74,24,NA,NA,Foggy Cove MID 2016,NA,NA,7,2,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 3,173,51.6511432927123,-128.143289549312,bare rock,65,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,4,9,SCL,SCL,NA,66,26,NA,NA,Foggy Cove MID 2016,NA,0.5,NA,8,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 4,165,51.6511379827972,-128.143301217599,bare rock,37,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,5,17,SS,KJ,NA,99,NA,NA,NA,Foggy Cove MID 2016,NA,NA,NA,1,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 5,174,51.6510955303738,-128.143394558954,bare rock,36,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,6,32,SS,KJ,NA,100,NA,NA,NA,Foggy Cove MID 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 6,203,51.6510159262645,-128.143569574535,bare rock,35,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,7,33,SS,KJ,NA,95,NA,NA,NA,Foggy Cove MID 2016,NA,NA,NA,5,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 7,206,51.6510106253116,-128.143581242587,bare rock,43,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,8,38,SCL,SCL,NA,92,4,NA,NA,Foggy Cove MID 2016,NA,NA,0.5,4,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 8,181,51.6509840845467,-128.143639580596,bare rock,54,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,9,41,SS,KJ,NA,57,43,NA,NA,Foggy Cove MID 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 9,205,51.6509681636719,-128.14367458359,bare rock,76,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,10,42,SCL,SCL,NA,100,NA,NA,NA,Foggy Cove MID 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,MID,2016,Foggy Cove MID 2016 10,259,51.6509628627084,-128.143686251618,bare rock,34,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,1,2,SS,KGJ,NA,91,6,NA,NA,Foggy Cove HIGH 2016,NA,2,NA,1,NA,NA,Foggy Cove,HIGH,2016,Foggy Cove HIGH 2016 1,253,51.6509926892016,-128.14303798907,bare rock,54,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,2,3,SS,KGJ,NA,90,7,NA,NA,Foggy Cove HIGH 2016,NA,NA,NA,3,NA,NA,Foggy Cove,HIGH,2016,Foggy Cove HIGH 2016 2,257,51.6509858884505,-128.143047434855,bare rock,51,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,3,6,PTM,AM,NA,33,31,NA,NA,Foggy Cove HIGH 2016,NA,2,34,NA,NA,NA,Foggy Cove,HIGH,2016,Foggy Cove HIGH 2016 3,242,51.6509654772338,-128.143075776699,bare rock,65,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,4,7,SS,KGJ,NA,100,NA,NA,NA,Foggy Cove HIGH 2016,NA,NA,NA,NA,NA,NA,Foggy Cove,HIGH,2016,Foggy Cove HIGH 2016 4,253,51.6509586674997,-128.143085224088,bare rock,99.5,bare rock,Bare rock,Bare rock,Bare rock,Substratum,NA,NA,NA,NA,NA,NA,NA,NA
